rec_id,millesime,localisation,situation,type,texte,condition,citation_fichier,citation_lignes,citation
GM2026-V-XXI-37,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z48 — soins postinterventionnels immédiats,definition,"Z48 peut être employée pour les soins postinterventionnels immédiats : surveillance postopératoire et surveillance faisant suite à un acte médicotechnique (endoscopie, endovasculaire, imagerie interventionnelle).",,chapitre_xxi.txt,L429-432,La catégorie Z48 peut être employée pour les soins postinterventionnels immédiats. Par soins postinterventionnels on entend notamment la surveillance postopératoire et celle qui fait suite à un acte médicotechnique tel qu’une intervention par voie endoscopique ou endovasculaire et l’imagerie interventionnelle.
GM2026-V-XXI-38,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z51 — séjours pour actes thérapeutiques,regle_position,"Tous les séjours pour chimiothérapie, radiothérapie, transfusion sanguine, aphérèse sanguine ou oxygénothérapie hyperbare, qu'il s'agisse de séances ou d'hospitalisation complète, doivent comporter en DP le code ad hoc de la catégorie Z51. Z51.1 code le DP des séjours pour chimiothérapie pour tumeur ; Z51.2 les autres chimiothérapies ; Z51.30 la transfusion sanguine ; Z51.31 l'aphérèse.",,chapitre_xxi.txt,"L455, L460-463, L469-470, L475-478","Tous les séjours pour chimiothérapie, radiothérapie, transfusion sanguine, aphérèse sanguine, oxygénothérapie hyperbare, qu’il s’agisse de séances ou d’hospitalisation complète, doivent comporter en position de DP le code ad hoc de la catégorie Z51 de la CIM–10. — Z51.1 code le DP des séjours pour chimiothérapie pour tumeur. — Z51.2 est employé pour les autres séjours pour ""chimiothérapie"", dès lors que l’affection traitée n’est pas une tumeur. — Z51.30 est le code du DP des séjours pour transfusion sanguine ; Z51.31 est le code du DP des séjours pour aphérèse sanguine."
GM2026-V-XXI-39,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z51 en DP — la maladie traitée en diagnostic relié,regle_position,"Lorsqu'un code Z51.0–, Z51.1, Z51.2, Z51.3–, Z51.5 ou Z51.8– est en position de DP, la maladie traitée est enregistrée comme diagnostic relié chaque fois qu'elle respecte sa définition, ce qui est le plus souvent le cas.",La maladie traitée respecte la définition du DR,chapitre_xxi.txt,L480-482,"Lorsqu’un code Z51.0–, Z51.1, Z51.2, Z51.3–, Z51.5 ou Z51.8– est en position de DP, la maladie traitée est enregistrée comme diagnostic relié chaque fois qu’elle respecte sa définition, ce qui est le plus souvent le cas."
GM2026-V-XXI-40,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z51 en DA redondant avec un acte CCAM,interdiction,"Lorsqu'un code de la catégorie Z51 correspond à une prise en charge pour laquelle un code d'acte existe dans la CCAM, la saisie du code Z51.– en diagnostic associé en sus de celui de l'acte est redondante et n'est pas justifiée. Z51.00 et Z51.01 font exception : lorsqu'un acte d'irradiation est effectué au cours d'une hospitalisation pour un autre motif, Z51.01 figure dans le même RUM que l'acte.",Un code d'acte CCAM existe ; hors Z51.00 et Z51.01,chapitre_xxi.txt,L484-493,"Lorsqu’un code de la catégorie Z51 de la CIM–10 correspond à une prise en charge pour laquelle un code d’acte existe dans la CCAM, la saisie dans le même RUM du code Z51.– en position de diagnostic associé (DA) en sus de celui de l’acte est redondante et n’est pas justifiée. […] Z51.00 Séance de préparation à une irradiation et Z51.01 Séance d’irradiation font exception. Lorsqu’un acte d’irradiation est effectué au cours d’une hospitalisation pour un autre motif (un autre DP), Z51.01 figure dans le même RUM que l’acte."
GM2026-V-XXI-41,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z52 — prélèvement d'organes ou de tissus,regle_position,"Les codes de la catégorie Z52 sont utilisés pour le codage du DP du RSS produit pour un sujet admis aux fins de prélèvements d'organes ou de tissus. Z52.80 Donneuse d'ovocytes est employé comme DP du séjour pour prélèvement d'ovocytes, et comme diagnostic associé en cas de partage (egg sharing).",,chapitre_xxi.txt,L517-525,Les codes de la catégorie Z52 sont utilisés pour le codage du diagnostic principal du RSS produit pour un sujet admis aux fins de prélèvements d’organes ou de tissus. Le code étendu national Z52.80 Donneuse d’ovocytes a été créé pour être utilisé depuis 2012 dans deux circonstances : comme diagnostic principal du séjour pour prélèvement d’ovocytes ; comme diagnostic associé du séjour de prélèvement d’ovocytes en cas de partage (egg sharing).
GM2026-V-XXI-42,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z53 — soins prévus non prodigués,condition_emploi,"Z53 permet le codage des circonstances dans lesquelles les soins prévus à l'admission ne sont pas prodigués ; le mot « acte » de l'intitulé doit être lu au sens étendu de « prestation de soins », « prise en charge ».",,chapitre_xxi.txt,L527-532,"La catégorie Z53 permet le codage des circonstances dans lesquelles les soins prévus à l’admission ne sont pas prodigués ; le mot acte de l’intitulé doit être lu avec l’acception étendue de ""prestation de soins"", ""prise en charge"". Exemples : – refus d’une transfusion sanguine pour motif de conviction : Z53.1 ; – sortie contre avis médical ou par fuite : Z53.2."
GM2026-V-XXI-43,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z65.1 — personne détenue,regle_position,Z65.1 Emprisonnement ou autre incarcération doit être enregistré en position de diagnostic associé lorsque les soins ont été dispensés à une personne détenue.,,chapitre_xxi.txt,L552-553,Z65.1 Emprisonnement ou autre incarcération doit être enregistré en position de diagnostic associé lorsque les soins ont été dispensés à une personne détenue.
GM2026-V-XXI-44,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z74.2 — défaillance de l'aide à domicile,condition_emploi,"Z74.2 est employé lorsqu'une personne qui ne peut vivre à son domicile qu'avec une aide doit être hospitalisée, ou maintenue en hospitalisation, du fait de l'absence ou de la défaillance de celle-ci.",,chapitre_xxi.txt,L555-562,"Z74.2 Besoin d’assistance à domicile, aucun autre membre du foyer n’étant capable d’assurer les soins est employé lorsqu’une personne qui ne peut vivre à son domicile qu’avec une aide, doit être hospitalisée ou maintenue en hospitalisation du fait de l’absence ou de la défaillance de celle-ci."
GM2026-V-XXI-45,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z75.1 — attente d'admission ailleurs,condition_emploi,"Z75.1 ne doit être employé que si le séjour ou la prolongation de l'hospitalisation est motivé par la seule attente de l'unité ou de l'établissement adéquat, et non par un événement morbide.",Séjour motivé par la seule attente,chapitre_xxi.txt,L564-566,"Z75.1 Sujet attendant d’être admis ailleurs, dans un établissement adéquat ne doit être employé que si le séjour ou la prolongation de l’hospitalisation est motivé par la seule attente de l’unité ou de l’établissement adéquat, non par un évènement morbide."
GM2026-V-XXI-46,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z75.80 — sens du mot « acte »,definition,"Dans l'intitulé de Z75.80, le mot « acte » ne doit pas être limité à la notion d'acte médicotechnique : il doit être compris au sens large de « prestation de soins », « prise en charge ».",,chapitre_xxi.txt,L575-577,"Dans l’intitulé de Z75.80 Sujet adressé dans un autre établissement, pour réalisation d’un acte, le sens du mot ""acte"" ne doit pas être limité à la notion d’acte médicotechnique. Il doit être compris avec le sens large de ""prestation de soins"", ""prise en charge""."
GM2026-V-XXI-47,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z76.800 — infection ostéoarticulaire complexe,regle_position,"Z76.800 doit être enregistré comme DA dès lors que le patient a fait l'objet d'une réunion de concertation pluridisciplinaire visée par un centre interrégional de référence ayant confirmé le caractère complexe de l'IOA. Même si une seule RCP a été réalisée, Z76.800 doit être saisi dans les RUM de tous les séjours ultérieurs motivés par la prise en charge de l'IOA.",RCP visée par un centre interrégional de référence,chapitre_xxi.txt,L585-591,"Z76.800 Sujet ayant recours aux services de santé après une réunion de concertation pluridisciplinaire [RCP] ayant établi la complexité d’une infection ostéoarticulaire doit être enregistré comme DA dès lors que le patient a fait l’objet d’une réunion de concertation pluridisciplinaire visée par un centre interrégional de référence ayant confirmé le caractère complexe de l’IOA. Même si une seule RCP a été réalisée, Z76.800 doit être saisi dans les RUM de tous les séjours ultérieurs du patient motivés par la prise en charge de l’IOA."
GM2026-V-XXI-48,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z76.850 — nouveau-né recevant du lait d'un lactarium,regle_position,Z76.850 doit être enregistré comme DA dans le RUM du séjour des nouveau-nés recevant du lait d'un lactarium.,,chapitre_xxi.txt,L593-594,"Pour identifier les nouveau-nés recevant du lait d’un lactarium, Z76.850 Enfant recevant du lait provenant d’un lactarium doit être enregistré comme DA dans le RUM de leur séjour."
GM2026-V-XXI-49,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z80 à Z92 — un DP d'antécédent ne justifie jamais de DR,interdiction,Les codes des catégories Z80 à Z92 peuvent notamment être utilisés pour le codage du DP dans des situations diagnostiques. Un DP d'antécédent personnel ou familial de maladie ne justifie jamais de diagnostic relié.,,chapitre_xxi.txt,L597-604,"Les codes de ces catégories peuvent notamment être utilisés pour le codage du DP dans des situations de diagnostique au sens du guide des situations cliniques […]. Exemple : patient ayant un antécédent familial de cancer colique, hospitalisé pour coloscopie, où la coloscopie ne retrouve aucune lésion : le DP est Z80.00. Un DP d’antécédent personnel ou familial de maladie ne justifie jamais de diagnostic relié."
GM2026-V-XXI-50,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z92.1 et Z92.2 — traitements pris antérieurement,condition_emploi,"Ces codes peuvent être employés lorsqu'un recours aux soins est motivé par la prise d'un médicament prescrit antérieurement, que la prise soit poursuivie (« utilisation actuelle ») ou qu'elle ait cessé au moment du recours — l'acception du mot « antécédent » étant large dans la CIM–10.",,chapitre_xxi.txt,L606-613,"Z92.1 et Z92.2 : la complexité apparente de leur intitulé est due à l’acception étymologique large du mot ""antécédent"" qui est celle de la CIM–10. Ces codes peuvent être employés lorsqu’un recours aux soins est motivé par la prise d’un médicament prescrit antérieurement, que la prise soit poursuivie (""utilisation actuelle"") ou qu’elle ait cessé au moment du recours. Exemple : patient porteur d’une valve cardiaque prothétique, prenant un antivitamine K (AVK) au long cours, hospitalisé pour extractions dentaires : le DP est l’affection dentaire, la prise de l’AVK (Z92.1) est un DAS."
GM2026-V-XXI-51,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10","Z93 — soins habituels de stomie, opposés à Z43",definition,"Z93 est employée pour le codage des soins de stomie habituels, tels qu'effectués ou effectuables à domicile (soins quotidiens d'hygiène, changements de poche, changements de canule de trachéostomie). Elle s'oppose à Z43.",,chapitre_xxi.txt,L614-618,"La catégorie Z93 est une rubrique relative aux stomies. On l’emploie pour le codage des soins habituels tels qu’effectués ou effectuables à domicile (soins quotidiens d’hygiène, changements de poche, changements de canule de trachéostomie). Elle s’oppose à la catégorie Z43."
GM2026-V-XXI-52,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z94 et Z95 — surveillance négative de greffes et prothèses,regle_position,"Z94 et Z95 sont employées pour coder le DP des situations de surveillance négative des porteurs d'organe ou de tissu greffé (Z94), de pontage coronaire, de prothèse endoartérielle, de prothèse valvulaire cardiaque et autres implants cardiaques et vasculaires (Z95).",Surveillance négative (aucune anomalie constatée),chapitre_xxi.txt,L620-640 et L692-693 (note 47),"Les catégories Z94 et Z95 sont employées pour coder le DP des situations de surveillance négative des porteurs d’organe ou de tissu greffé (Z94), de pontage coronaire et de prothèse endoartérielle (stent), de prothèse valvulaire cardiaque et ""autres implants et greffes et cardiaques et vasculaires"". Exemples : – patient porteur d’un cœur transplanté […] aucune anomalie n’est constatée ; le DP du séjour est codé Z94.1 ; – patient porteur d’un pontage coronaire hospitalisé pour bilan de surveillance ; aucune anomalie n’est constatée : le DP du séjour est codé Z95.1. — Un rejet, en revanche, doit être codé T86.2."
GM2026-V-XXI-53,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z96 et Z97 — présence d'implants et prothèses,condition_emploi,"Z96 et Z97 permettent le codage de la présence de divers implants, prothèses et appareils. Leur emploi n'est admissible qu'en l'absence de complication.",Absence de complication,chapitre_xxi.txt,L642-645,"Les catégories Z96 et Z97 permettent le codage de la présence de divers implants, prothèses et appareils. Leur emploi n’est admissible qu’en l’absence de complication. En cas de soins nécessités par une complication, se reporter plus haut dans ce chapitre au point traitant des complications des actes médicaux et chirurgicaux."
GM2026-V-XXI-54,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10","Z93, Z95 ou Z96 en DA redondant avec un acte CCAM",interdiction,"Lorsqu'un code des catégories Z93, Z95 ou Z96 correspond à une prise en charge pour laquelle un code d'acte existe dans la CCAM, la saisie du code Z93.–, Z95.– ou Z96.– en diagnostic associé en sus de celui de l'acte est redondante et n'est pas justifiée.",Un code d'acte CCAM existe pour la prise en charge,chapitre_xxi.txt,L647-662,"Lorsqu’un code des catégories Z93, Z95 ou Z96 de la CIM–10 correspond à une prise en charge pour laquelle un code d’acte existe dans la CCAM, la saisie dans le même RUM du code Z93.–, Z95.– ou Z96.– en position de diagnostic associé (DA) en sus de celui de l’acte est redondante et n’est pas justifiée. Un tel emploi de ""codes Z"" serait incorrect au regard de la CIM–10."
GM2026-V-XXI-55,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10","Z99 — dépendance chronique, non phase aigüe",condition_emploi,Est dépendante envers une machine une personne atteinte d'une affection chronique dont la survie est subordonnée à l'utilisation régulière et durable de ce matériel. Les codes Z99 ne doivent pas être employés pour mentionner l'utilisation d'un tel matériel en phase aigüe.,Affection chronique ; pas d'emploi en phase aigüe,chapitre_xxi.txt,L664-674,"Est dépendante envers une machine ou un appareil une personne atteinte d’une affection chronique dont la survie est subordonnée à l’utilisation régulière et durable de ce matériel. C’est en ce sens que doit être comprise l’utilisation des codes de la catégorie Z99. Ils ne doivent pas être employés pour mentionner l’utilisation d’un matériel de ce type en phase aigüe : par exemple, Z99.0 Dépendance envers un aspirateur ou Z99.1 Dépendance envers un respirateur ne doivent pas servir à mentionner l’utilisation de ces matériels chez un patient sous ventilation mécanique pour insuffisance respiratoire aigüe, Z99.2 Dépendance envers une dialyse rénale ne peut pas être employé pour les séjours des patients dialysés pour insuffisance rénale aigüe."
