code_maitre,cle,classe,sous_classe,code_atih,libelle
M18.25,M1825,ATIH s'arrête à un niveau supérieur,préfixe ATIH M182 (type MCO 0),M182,"Arthrose posttraumatique de la première articulation carpométacarpienne, bilatérale - "" Région pelvienne et cuisse """
M18.26,M1826,ATIH s'arrête à un niveau supérieur,préfixe ATIH M182 (type MCO 0),M182,"Arthrose posttraumatique de la première articulation carpométacarpienne, bilatérale - "" Jambe """
M18.27,M1827,ATIH s'arrête à un niveau supérieur,préfixe ATIH M182 (type MCO 0),M182,"Arthrose posttraumatique de la première articulation carpométacarpienne, bilatérale - "" Cheville et pied """
M18.28,M1828,ATIH s'arrête à un niveau supérieur,préfixe ATIH M182 (type MCO 0),M182,"Arthrose posttraumatique de la première articulation carpométacarpienne, bilatérale - "" Autres """
M18.29,M1829,ATIH s'arrête à un niveau supérieur,préfixe ATIH M182 (type MCO 0),M182,"Arthrose posttraumatique de la première articulation carpométacarpienne, bilatérale - "" Siège non précisé """
M18.30,M1830,ATIH s'arrête à un niveau supérieur,préfixe ATIH M183 (type MCO 0),M183,"Autres arthroses posttraumatiques de la première articulation carpométacarpienne - "" Sièges multiples """
M18.31,M1831,ATIH s'arrête à un niveau supérieur,préfixe ATIH M183 (type MCO 0),M183,"Autres arthroses posttraumatiques de la première articulation carpométacarpienne - "" Région scapulaire """
M18.32,M1832,ATIH s'arrête à un niveau supérieur,préfixe ATIH M183 (type MCO 0),M183,"Autres arthroses posttraumatiques de la première articulation carpométacarpienne - "" Bras """
M18.33,M1833,ATIH s'arrête à un niveau supérieur,préfixe ATIH M183 (type MCO 0),M183,"Autres arthroses posttraumatiques de la première articulation carpométacarpienne - "" Avant-bras """
M18.34,M1834,ATIH s'arrête à un niveau supérieur,préfixe ATIH M183 (type MCO 0),M183,"Autres arthroses posttraumatiques de la première articulation carpométacarpienne - "" Main """
M18.35,M1835,ATIH s'arrête à un niveau supérieur,préfixe ATIH M183 (type MCO 0),M183,"Autres arthroses posttraumatiques de la première articulation carpométacarpienne - "" Région pelvienne et cuisse """
M18.36,M1836,ATIH s'arrête à un niveau supérieur,préfixe ATIH M183 (type MCO 0),M183,"Autres arthroses posttraumatiques de la première articulation carpométacarpienne - "" Jambe """
M18.37,M1837,ATIH s'arrête à un niveau supérieur,préfixe ATIH M183 (type MCO 0),M183,"Autres arthroses posttraumatiques de la première articulation carpométacarpienne - "" Cheville et pied """
M18.38,M1838,ATIH s'arrête à un niveau supérieur,préfixe ATIH M183 (type MCO 0),M183,"Autres arthroses posttraumatiques de la première articulation carpométacarpienne - "" Autres """
M18.39,M1839,ATIH s'arrête à un niveau supérieur,préfixe ATIH M183 (type MCO 0),M183,"Autres arthroses posttraumatiques de la première articulation carpométacarpienne - "" Siège non précisé """
M18.40,M1840,ATIH s'arrête à un niveau supérieur,préfixe ATIH M184 (type MCO 0),M184,"Autres arthroses secondaires de la première articulation carpométacarpienne, bilatérale - "" Sièges multiples """
M18.41,M1841,ATIH s'arrête à un niveau supérieur,préfixe ATIH M184 (type MCO 0),M184,"Autres arthroses secondaires de la première articulation carpométacarpienne, bilatérale - "" Région scapulaire """
M18.42,M1842,ATIH s'arrête à un niveau supérieur,préfixe ATIH M184 (type MCO 0),M184,"Autres arthroses secondaires de la première articulation carpométacarpienne, bilatérale - "" Bras """
M18.43,M1843,ATIH s'arrête à un niveau supérieur,préfixe ATIH M184 (type MCO 0),M184,"Autres arthroses secondaires de la première articulation carpométacarpienne, bilatérale - "" Avant-bras """
M18.44,M1844,ATIH s'arrête à un niveau supérieur,préfixe ATIH M184 (type MCO 0),M184,"Autres arthroses secondaires de la première articulation carpométacarpienne, bilatérale - "" Main """
M18.45,M1845,ATIH s'arrête à un niveau supérieur,préfixe ATIH M184 (type MCO 0),M184,"Autres arthroses secondaires de la première articulation carpométacarpienne, bilatérale - "" Région pelvienne et cuisse """
M18.46,M1846,ATIH s'arrête à un niveau supérieur,préfixe ATIH M184 (type MCO 0),M184,"Autres arthroses secondaires de la première articulation carpométacarpienne, bilatérale - "" Jambe """
M18.47,M1847,ATIH s'arrête à un niveau supérieur,préfixe ATIH M184 (type MCO 0),M184,"Autres arthroses secondaires de la première articulation carpométacarpienne, bilatérale - "" Cheville et pied """
M18.48,M1848,ATIH s'arrête à un niveau supérieur,préfixe ATIH M184 (type MCO 0),M184,"Autres arthroses secondaires de la première articulation carpométacarpienne, bilatérale - "" Autres """
M18.49,M1849,ATIH s'arrête à un niveau supérieur,préfixe ATIH M184 (type MCO 0),M184,"Autres arthroses secondaires de la première articulation carpométacarpienne, bilatérale - "" Siège non précisé """
M18.50,M1850,ATIH s'arrête à un niveau supérieur,préfixe ATIH M185 (type MCO 0),M185,"Autres arthroses secondaires de la première articulation carpométacarpienne - "" Sièges multiples """
M18.51,M1851,ATIH s'arrête à un niveau supérieur,préfixe ATIH M185 (type MCO 0),M185,"Autres arthroses secondaires de la première articulation carpométacarpienne - "" Région scapulaire """
M18.52,M1852,ATIH s'arrête à un niveau supérieur,préfixe ATIH M185 (type MCO 0),M185,"Autres arthroses secondaires de la première articulation carpométacarpienne - "" Bras """
M18.53,M1853,ATIH s'arrête à un niveau supérieur,préfixe ATIH M185 (type MCO 0),M185,"Autres arthroses secondaires de la première articulation carpométacarpienne - "" Avant-bras """
M18.54,M1854,ATIH s'arrête à un niveau supérieur,préfixe ATIH M185 (type MCO 0),M185,"Autres arthroses secondaires de la première articulation carpométacarpienne - "" Main """
M18.55,M1855,ATIH s'arrête à un niveau supérieur,préfixe ATIH M185 (type MCO 0),M185,"Autres arthroses secondaires de la première articulation carpométacarpienne - "" Région pelvienne et cuisse """
M18.56,M1856,ATIH s'arrête à un niveau supérieur,préfixe ATIH M185 (type MCO 0),M185,"Autres arthroses secondaires de la première articulation carpométacarpienne - "" Jambe """
M18.57,M1857,ATIH s'arrête à un niveau supérieur,préfixe ATIH M185 (type MCO 0),M185,"Autres arthroses secondaires de la première articulation carpométacarpienne - "" Cheville et pied """
M18.58,M1858,ATIH s'arrête à un niveau supérieur,préfixe ATIH M185 (type MCO 0),M185,"Autres arthroses secondaires de la première articulation carpométacarpienne - "" Autres """
M18.59,M1859,ATIH s'arrête à un niveau supérieur,préfixe ATIH M185 (type MCO 0),M185,"Autres arthroses secondaires de la première articulation carpométacarpienne - "" Siège non précisé """
M18.90,M1890,ATIH s'arrête à un niveau supérieur,préfixe ATIH M189 (type MCO 0),M189,"Arthrose de la première articulation carpométacarpienne, sans précision - "" Sièges multiples """
M18.91,M1891,ATIH s'arrête à un niveau supérieur,préfixe ATIH M189 (type MCO 0),M189,"Arthrose de la première articulation carpométacarpienne, sans précision - "" Région scapulaire """
M18.92,M1892,ATIH s'arrête à un niveau supérieur,préfixe ATIH M189 (type MCO 0),M189,"Arthrose de la première articulation carpométacarpienne, sans précision - "" Bras """
M18.93,M1893,ATIH s'arrête à un niveau supérieur,préfixe ATIH M189 (type MCO 0),M189,"Arthrose de la première articulation carpométacarpienne, sans précision - "" Avant-bras """
M18.94,M1894,ATIH s'arrête à un niveau supérieur,préfixe ATIH M189 (type MCO 0),M189,"Arthrose de la première articulation carpométacarpienne, sans précision - "" Main """
M18.95,M1895,ATIH s'arrête à un niveau supérieur,préfixe ATIH M189 (type MCO 0),M189,"Arthrose de la première articulation carpométacarpienne, sans précision - "" Région pelvienne et cuisse """
M18.96,M1896,ATIH s'arrête à un niveau supérieur,préfixe ATIH M189 (type MCO 0),M189,"Arthrose de la première articulation carpométacarpienne, sans précision - "" Jambe """
M18.97,M1897,ATIH s'arrête à un niveau supérieur,préfixe ATIH M189 (type MCO 0),M189,"Arthrose de la première articulation carpométacarpienne, sans précision - "" Cheville et pied """
M18.98,M1898,ATIH s'arrête à un niveau supérieur,préfixe ATIH M189 (type MCO 0),M189,"Arthrose de la première articulation carpométacarpienne, sans précision - "" Autres """
M18.99,M1899,ATIH s'arrête à un niveau supérieur,préfixe ATIH M189 (type MCO 0),M189,"Arthrose de la première articulation carpométacarpienne, sans précision - "" Siège non précisé """
M19.00,M1900,ATIH s'arrête à un niveau supérieur,préfixe ATIH M190 (type MCO 0),M190,"Arthrose primaire d'autres articulations - "" Sièges multiples """
M19.06,M1906,ATIH s'arrête à un niveau supérieur,préfixe ATIH M190 (type MCO 0),M190,"Arthrose primaire d'autres articulations - "" Jambe """
M19.10,M1910,ATIH s'arrête à un niveau supérieur,préfixe ATIH M191 (type MCO 0),M191,"Arthrose posttraumatique d'autres articulations - "" Sièges multiples """
M19.16,M1916,ATIH s'arrête à un niveau supérieur,préfixe ATIH M191 (type MCO 0),M191,"Arthrose posttraumatique d'autres articulations - "" Jambe """
M19.20,M1920,ATIH s'arrête à un niveau supérieur,préfixe ATIH M192 (type MCO 0),M192,"Autres arthroses secondaires - "" Sièges multiples """
M19.26,M1926,ATIH s'arrête à un niveau supérieur,préfixe ATIH M192 (type MCO 0),M192,"Autres arthroses secondaires - "" Jambe """
M19.80,M1980,ATIH s'arrête à un niveau supérieur,préfixe ATIH M198 (type MCO 0),M198,"Autres arthroses précisées - "" Sièges multiples """
M19.86,M1986,ATIH s'arrête à un niveau supérieur,préfixe ATIH M198 (type MCO 0),M198,"Autres arthroses précisées - "" Jambe """
M19.90,M1990,ATIH s'arrête à un niveau supérieur,préfixe ATIH M199 (type MCO 0),M199,"Arthrose, sans précision - "" Sièges multiples """
M19.96,M1996,ATIH s'arrête à un niveau supérieur,préfixe ATIH M199 (type MCO 0),M199,"Arthrose, sans précision - "" Jambe """
M20.00,M2000,ATIH s'arrête à un niveau supérieur,préfixe ATIH M200 (type MCO 0),M200,"Déformation de(s) doigt(s) - "" Sièges multiples """
M20.01,M2001,ATIH s'arrête à un niveau supérieur,préfixe ATIH M200 (type MCO 0),M200,"Déformation de(s) doigt(s) - "" Région scapulaire """
M20.02,M2002,ATIH s'arrête à un niveau supérieur,préfixe ATIH M200 (type MCO 0),M200,"Déformation de(s) doigt(s) - "" Bras """
M20.03,M2003,ATIH s'arrête à un niveau supérieur,préfixe ATIH M200 (type MCO 0),M200,"Déformation de(s) doigt(s) - "" Avant-bras """
M20.04,M2004,ATIH s'arrête à un niveau supérieur,préfixe ATIH M200 (type MCO 0),M200,"Déformation de(s) doigt(s) - "" Main """
M20.05,M2005,ATIH s'arrête à un niveau supérieur,préfixe ATIH M200 (type MCO 0),M200,"Déformation de(s) doigt(s) - "" Région pelvienne et cuisse """
M20.06,M2006,ATIH s'arrête à un niveau supérieur,préfixe ATIH M200 (type MCO 0),M200,"Déformation de(s) doigt(s) - "" Jambe """
M20.07,M2007,ATIH s'arrête à un niveau supérieur,préfixe ATIH M200 (type MCO 0),M200,"Déformation de(s) doigt(s) - "" Cheville et pied """
M20.08,M2008,ATIH s'arrête à un niveau supérieur,préfixe ATIH M200 (type MCO 0),M200,"Déformation de(s) doigt(s) - "" Autres """
M20.09,M2009,ATIH s'arrête à un niveau supérieur,préfixe ATIH M200 (type MCO 0),M200,"Déformation de(s) doigt(s) - "" Siège non précisé """
M20.10,M2010,ATIH s'arrête à un niveau supérieur,préfixe ATIH M201 (type MCO 0),M201,"Hallux valgus (acquis) - "" Sièges multiples """
M20.11,M2011,ATIH s'arrête à un niveau supérieur,préfixe ATIH M201 (type MCO 0),M201,"Hallux valgus (acquis) - "" Région scapulaire """
M20.12,M2012,ATIH s'arrête à un niveau supérieur,préfixe ATIH M201 (type MCO 0),M201,"Hallux valgus (acquis) - "" Bras """
M20.13,M2013,ATIH s'arrête à un niveau supérieur,préfixe ATIH M201 (type MCO 0),M201,"Hallux valgus (acquis) - "" Avant-bras """
M20.14,M2014,ATIH s'arrête à un niveau supérieur,préfixe ATIH M201 (type MCO 0),M201,"Hallux valgus (acquis) - "" Main """
M20.15,M2015,ATIH s'arrête à un niveau supérieur,préfixe ATIH M201 (type MCO 0),M201,"Hallux valgus (acquis) - "" Région pelvienne et cuisse """
M20.16,M2016,ATIH s'arrête à un niveau supérieur,préfixe ATIH M201 (type MCO 0),M201,"Hallux valgus (acquis) - "" Jambe """
M20.17,M2017,ATIH s'arrête à un niveau supérieur,préfixe ATIH M201 (type MCO 0),M201,"Hallux valgus (acquis) - "" Cheville et pied """
M20.18,M2018,ATIH s'arrête à un niveau supérieur,préfixe ATIH M201 (type MCO 0),M201,"Hallux valgus (acquis) - "" Autres """
M20.19,M2019,ATIH s'arrête à un niveau supérieur,préfixe ATIH M201 (type MCO 0),M201,"Hallux valgus (acquis) - "" Siège non précisé """
M20.20,M2020,ATIH s'arrête à un niveau supérieur,préfixe ATIH M202 (type MCO 0),M202,"Hallux rigidus - "" Sièges multiples """
M20.21,M2021,ATIH s'arrête à un niveau supérieur,préfixe ATIH M202 (type MCO 0),M202,"Hallux rigidus - "" Région scapulaire """
M20.22,M2022,ATIH s'arrête à un niveau supérieur,préfixe ATIH M202 (type MCO 0),M202,"Hallux rigidus - "" Bras """
M20.23,M2023,ATIH s'arrête à un niveau supérieur,préfixe ATIH M202 (type MCO 0),M202,"Hallux rigidus - "" Avant-bras """
M20.24,M2024,ATIH s'arrête à un niveau supérieur,préfixe ATIH M202 (type MCO 0),M202,"Hallux rigidus - "" Main """
M20.25,M2025,ATIH s'arrête à un niveau supérieur,préfixe ATIH M202 (type MCO 0),M202,"Hallux rigidus - "" Région pelvienne et cuisse """
M20.26,M2026,ATIH s'arrête à un niveau supérieur,préfixe ATIH M202 (type MCO 0),M202,"Hallux rigidus - "" Jambe """
M20.27,M2027,ATIH s'arrête à un niveau supérieur,préfixe ATIH M202 (type MCO 0),M202,"Hallux rigidus - "" Cheville et pied """
M20.28,M2028,ATIH s'arrête à un niveau supérieur,préfixe ATIH M202 (type MCO 0),M202,"Hallux rigidus - "" Autres """
M20.29,M2029,ATIH s'arrête à un niveau supérieur,préfixe ATIH M202 (type MCO 0),M202,"Hallux rigidus - "" Siège non précisé """
M20.30,M2030,ATIH s'arrête à un niveau supérieur,préfixe ATIH M203 (type MCO 0),M203,"Autres déformations du gros orteil - "" Sièges multiples """
M20.31,M2031,ATIH s'arrête à un niveau supérieur,préfixe ATIH M203 (type MCO 0),M203,"Autres déformations du gros orteil - "" Région scapulaire """
M20.32,M2032,ATIH s'arrête à un niveau supérieur,préfixe ATIH M203 (type MCO 0),M203,"Autres déformations du gros orteil - "" Bras """
M20.33,M2033,ATIH s'arrête à un niveau supérieur,préfixe ATIH M203 (type MCO 0),M203,"Autres déformations du gros orteil - "" Avant-bras """
M20.34,M2034,ATIH s'arrête à un niveau supérieur,préfixe ATIH M203 (type MCO 0),M203,"Autres déformations du gros orteil - "" Main """
M20.35,M2035,ATIH s'arrête à un niveau supérieur,préfixe ATIH M203 (type MCO 0),M203,"Autres déformations du gros orteil - "" Région pelvienne et cuisse """
M20.36,M2036,ATIH s'arrête à un niveau supérieur,préfixe ATIH M203 (type MCO 0),M203,"Autres déformations du gros orteil - "" Jambe """
M20.37,M2037,ATIH s'arrête à un niveau supérieur,préfixe ATIH M203 (type MCO 0),M203,"Autres déformations du gros orteil - "" Cheville et pied """
M20.38,M2038,ATIH s'arrête à un niveau supérieur,préfixe ATIH M203 (type MCO 0),M203,"Autres déformations du gros orteil - "" Autres """
M20.39,M2039,ATIH s'arrête à un niveau supérieur,préfixe ATIH M203 (type MCO 0),M203,"Autres déformations du gros orteil - "" Siège non précisé """
M20.40,M2040,ATIH s'arrête à un niveau supérieur,préfixe ATIH M204 (type MCO 0),M204,"Autre(s) orteil(s) en marteau (acquis) - "" Sièges multiples """
M20.41,M2041,ATIH s'arrête à un niveau supérieur,préfixe ATIH M204 (type MCO 0),M204,"Autre(s) orteil(s) en marteau (acquis) - "" Région scapulaire """
M20.42,M2042,ATIH s'arrête à un niveau supérieur,préfixe ATIH M204 (type MCO 0),M204,"Autre(s) orteil(s) en marteau (acquis) - "" Bras """
M20.43,M2043,ATIH s'arrête à un niveau supérieur,préfixe ATIH M204 (type MCO 0),M204,"Autre(s) orteil(s) en marteau (acquis) - "" Avant-bras """
M20.44,M2044,ATIH s'arrête à un niveau supérieur,préfixe ATIH M204 (type MCO 0),M204,"Autre(s) orteil(s) en marteau (acquis) - "" Main """
M20.45,M2045,ATIH s'arrête à un niveau supérieur,préfixe ATIH M204 (type MCO 0),M204,"Autre(s) orteil(s) en marteau (acquis) - "" Région pelvienne et cuisse """
M20.46,M2046,ATIH s'arrête à un niveau supérieur,préfixe ATIH M204 (type MCO 0),M204,"Autre(s) orteil(s) en marteau (acquis) - "" Jambe """
M20.47,M2047,ATIH s'arrête à un niveau supérieur,préfixe ATIH M204 (type MCO 0),M204,"Autre(s) orteil(s) en marteau (acquis) - "" Cheville et pied """
M20.48,M2048,ATIH s'arrête à un niveau supérieur,préfixe ATIH M204 (type MCO 0),M204,"Autre(s) orteil(s) en marteau (acquis) - "" Autres """
M20.49,M2049,ATIH s'arrête à un niveau supérieur,préfixe ATIH M204 (type MCO 0),M204,"Autre(s) orteil(s) en marteau (acquis) - "" Siège non précisé """
M20.50,M2050,ATIH s'arrête à un niveau supérieur,préfixe ATIH M205 (type MCO 0),M205,"Autres déformations d'(es) orteil(s) - "" Sièges multiples """
M20.51,M2051,ATIH s'arrête à un niveau supérieur,préfixe ATIH M205 (type MCO 0),M205,"Autres déformations d'(es) orteil(s) - "" Région scapulaire """
M20.52,M2052,ATIH s'arrête à un niveau supérieur,préfixe ATIH M205 (type MCO 0),M205,"Autres déformations d'(es) orteil(s) - "" Bras """
M20.53,M2053,ATIH s'arrête à un niveau supérieur,préfixe ATIH M205 (type MCO 0),M205,"Autres déformations d'(es) orteil(s) - "" Avant-bras """
M20.54,M2054,ATIH s'arrête à un niveau supérieur,préfixe ATIH M205 (type MCO 0),M205,"Autres déformations d'(es) orteil(s) - "" Main """
M20.55,M2055,ATIH s'arrête à un niveau supérieur,préfixe ATIH M205 (type MCO 0),M205,"Autres déformations d'(es) orteil(s) - "" Région pelvienne et cuisse """
M20.56,M2056,ATIH s'arrête à un niveau supérieur,préfixe ATIH M205 (type MCO 0),M205,"Autres déformations d'(es) orteil(s) - "" Jambe """
M20.57,M2057,ATIH s'arrête à un niveau supérieur,préfixe ATIH M205 (type MCO 0),M205,"Autres déformations d'(es) orteil(s) - "" Cheville et pied """
M20.58,M2058,ATIH s'arrête à un niveau supérieur,préfixe ATIH M205 (type MCO 0),M205,"Autres déformations d'(es) orteil(s) - "" Autres """
M20.59,M2059,ATIH s'arrête à un niveau supérieur,préfixe ATIH M205 (type MCO 0),M205,"Autres déformations d'(es) orteil(s) - "" Siège non précisé """
M20.60,M2060,ATIH s'arrête à un niveau supérieur,préfixe ATIH M206 (type MCO 0),M206,"Déformation d'(es) orteil(s), sans précision - "" Sièges multiples """
M20.61,M2061,ATIH s'arrête à un niveau supérieur,préfixe ATIH M206 (type MCO 0),M206,"Déformation d'(es) orteil(s), sans précision - "" Région scapulaire """
M20.62,M2062,ATIH s'arrête à un niveau supérieur,préfixe ATIH M206 (type MCO 0),M206,"Déformation d'(es) orteil(s), sans précision - "" Bras """
M20.63,M2063,ATIH s'arrête à un niveau supérieur,préfixe ATIH M206 (type MCO 0),M206,"Déformation d'(es) orteil(s), sans précision - "" Avant-bras """
M20.64,M2064,ATIH s'arrête à un niveau supérieur,préfixe ATIH M206 (type MCO 0),M206,"Déformation d'(es) orteil(s), sans précision - "" Main """
M20.65,M2065,ATIH s'arrête à un niveau supérieur,préfixe ATIH M206 (type MCO 0),M206,"Déformation d'(es) orteil(s), sans précision - "" Région pelvienne et cuisse """
M20.66,M2066,ATIH s'arrête à un niveau supérieur,préfixe ATIH M206 (type MCO 0),M206,"Déformation d'(es) orteil(s), sans précision - "" Jambe """
M20.67,M2067,ATIH s'arrête à un niveau supérieur,préfixe ATIH M206 (type MCO 0),M206,"Déformation d'(es) orteil(s), sans précision - "" Cheville et pied """
M20.68,M2068,ATIH s'arrête à un niveau supérieur,préfixe ATIH M206 (type MCO 0),M206,"Déformation d'(es) orteil(s), sans précision - "" Autres """
M20.69,M2069,ATIH s'arrête à un niveau supérieur,préfixe ATIH M206 (type MCO 0),M206,"Déformation d'(es) orteil(s), sans précision - "" Siège non précisé """
M21.08,M2108,ATIH s'arrête à un niveau supérieur,préfixe ATIH M210 (type MCO 0),M210,"Déformation en valgus, non classée ailleurs - "" Autres """
M21.18,M2118,ATIH s'arrête à un niveau supérieur,préfixe ATIH M211 (type MCO 0),M211,"Déformation en varus, non classée ailleurs - "" Autres """
M21.28,M2128,ATIH s'arrête à un niveau supérieur,préfixe ATIH M212 (type MCO 0),M212,"Déformation en flexion - "" Autres """
M21.31,M2131,ATIH s'arrête à un niveau supérieur,préfixe ATIH M213 (type MCO 0),M213,"Poignet ou pied tombant (acquis) - "" Région scapulaire """
M21.32,M2132,ATIH s'arrête à un niveau supérieur,préfixe ATIH M213 (type MCO 0),M213,"Poignet ou pied tombant (acquis) - "" Bras """
M21.34,M2134,ATIH s'arrête à un niveau supérieur,préfixe ATIH M213 (type MCO 0),M213,"Poignet ou pied tombant (acquis) - "" Main """
M21.35,M2135,ATIH s'arrête à un niveau supérieur,préfixe ATIH M213 (type MCO 0),M213,"Poignet ou pied tombant (acquis) - "" Région pelvienne et cuisse """
M21.36,M2136,ATIH s'arrête à un niveau supérieur,préfixe ATIH M213 (type MCO 0),M213,"Poignet ou pied tombant (acquis) - "" Jambe """
M21.38,M2138,ATIH s'arrête à un niveau supérieur,préfixe ATIH M213 (type MCO 0),M213,"Poignet ou pied tombant (acquis) - "" Autres """
M21.41,M2141,ATIH s'arrête à un niveau supérieur,préfixe ATIH M214 (type MCO 0),M214,"Pied plat [pes planus] (acquis) - "" Région scapulaire """
M21.42,M2142,ATIH s'arrête à un niveau supérieur,préfixe ATIH M214 (type MCO 0),M214,"Pied plat [pes planus] (acquis) - "" Bras """
M21.43,M2143,ATIH s'arrête à un niveau supérieur,préfixe ATIH M214 (type MCO 0),M214,"Pied plat [pes planus] (acquis) - "" Avant-bras """
M21.44,M2144,ATIH s'arrête à un niveau supérieur,préfixe ATIH M214 (type MCO 0),M214,"Pied plat [pes planus] (acquis) - "" Main """
M21.45,M2145,ATIH s'arrête à un niveau supérieur,préfixe ATIH M214 (type MCO 0),M214,"Pied plat [pes planus] (acquis) - "" Région pelvienne et cuisse """
M21.46,M2146,ATIH s'arrête à un niveau supérieur,préfixe ATIH M214 (type MCO 0),M214,"Pied plat [pes planus] (acquis) - "" Jambe """
M21.48,M2148,ATIH s'arrête à un niveau supérieur,préfixe ATIH M214 (type MCO 0),M214,"Pied plat [pes planus] (acquis) - "" Autres """
M21.49,M2149,ATIH s'arrête à un niveau supérieur,préfixe ATIH M214 (type MCO 0),M214,"Pied plat [pes planus] (acquis) - "" Siège non précisé """
M21.51,M2151,ATIH s'arrête à un niveau supérieur,préfixe ATIH M215 (type MCO 0),M215,"Main et pied bot(e) ou en griffe acquis(e) - "" Région scapulaire """
M21.52,M2152,ATIH s'arrête à un niveau supérieur,préfixe ATIH M215 (type MCO 0),M215,"Main et pied bot(e) ou en griffe acquis(e) - "" Bras """
M21.53,M2153,ATIH s'arrête à un niveau supérieur,préfixe ATIH M215 (type MCO 0),M215,"Main et pied bot(e) ou en griffe acquis(e) - "" Avant-bras """
M21.55,M2155,ATIH s'arrête à un niveau supérieur,préfixe ATIH M215 (type MCO 0),M215,"Main et pied bot(e) ou en griffe acquis(e) - "" Région pelvienne et cuisse """
M21.56,M2156,ATIH s'arrête à un niveau supérieur,préfixe ATIH M215 (type MCO 0),M215,"Main et pied bot(e) ou en griffe acquis(e) - "" Jambe """
M21.58,M2158,ATIH s'arrête à un niveau supérieur,préfixe ATIH M215 (type MCO 0),M215,"Main et pied bot(e) ou en griffe acquis(e) - "" Autres """
M21.61,M2161,ATIH s'arrête à un niveau supérieur,préfixe ATIH M216 (type MCO 0),M216,"Autres déformations de la cheville et du pied - "" Région scapulaire """
M21.62,M2162,ATIH s'arrête à un niveau supérieur,préfixe ATIH M216 (type MCO 0),M216,"Autres déformations de la cheville et du pied - "" Bras """
M21.63,M2163,ATIH s'arrête à un niveau supérieur,préfixe ATIH M216 (type MCO 0),M216,"Autres déformations de la cheville et du pied - "" Avant-bras """
M21.64,M2164,ATIH s'arrête à un niveau supérieur,préfixe ATIH M216 (type MCO 0),M216,"Autres déformations de la cheville et du pied - "" Main """
M21.65,M2165,ATIH s'arrête à un niveau supérieur,préfixe ATIH M216 (type MCO 0),M216,"Autres déformations de la cheville et du pied - "" Région pelvienne et cuisse """
M21.66,M2166,ATIH s'arrête à un niveau supérieur,préfixe ATIH M216 (type MCO 0),M216,"Autres déformations de la cheville et du pied - "" Jambe """
M21.68,M2168,ATIH s'arrête à un niveau supérieur,préfixe ATIH M216 (type MCO 0),M216,"Autres déformations de la cheville et du pied - "" Autres """
M21.69,M2169,ATIH s'arrête à un niveau supérieur,préfixe ATIH M216 (type MCO 0),M216,"Autres déformations de la cheville et du pied - "" Siège non précisé """
M21.78,M2178,ATIH s'arrête à un niveau supérieur,préfixe ATIH M217 (type MCO 0),M217,"Inégalité des membres (acquise) - "" Autres """
M21.88,M2188,ATIH s'arrête à un niveau supérieur,préfixe ATIH M218 (type MCO 0),M218,"Autres déformations précisées des membres - "" Autres """
M21.98,M2198,ATIH s'arrête à un niveau supérieur,préfixe ATIH M219 (type MCO 0),M219,"Déformation d'un membre, sans précision - "" Autres """
M22.00,M2200,ATIH s'arrête à un niveau supérieur,préfixe ATIH M220 (type MCO 0),M220,"Luxation récidivante de la rotule - "" Sièges multiples """
M22.01,M2201,ATIH s'arrête à un niveau supérieur,préfixe ATIH M220 (type MCO 0),M220,"Luxation récidivante de la rotule - "" Région scapulaire """
M22.02,M2202,ATIH s'arrête à un niveau supérieur,préfixe ATIH M220 (type MCO 0),M220,"Luxation récidivante de la rotule - "" Bras """
M22.03,M2203,ATIH s'arrête à un niveau supérieur,préfixe ATIH M220 (type MCO 0),M220,"Luxation récidivante de la rotule - "" Avant-bras """
M22.04,M2204,ATIH s'arrête à un niveau supérieur,préfixe ATIH M220 (type MCO 0),M220,"Luxation récidivante de la rotule - "" Main """
M22.05,M2205,ATIH s'arrête à un niveau supérieur,préfixe ATIH M220 (type MCO 0),M220,"Luxation récidivante de la rotule - "" Région pelvienne et cuisse """
M22.06,M2206,ATIH s'arrête à un niveau supérieur,préfixe ATIH M220 (type MCO 0),M220,"Luxation récidivante de la rotule - "" Jambe """
M22.07,M2207,ATIH s'arrête à un niveau supérieur,préfixe ATIH M220 (type MCO 0),M220,"Luxation récidivante de la rotule - "" Cheville et pied """
M22.08,M2208,ATIH s'arrête à un niveau supérieur,préfixe ATIH M220 (type MCO 0),M220,"Luxation récidivante de la rotule - "" Autres """
M22.09,M2209,ATIH s'arrête à un niveau supérieur,préfixe ATIH M220 (type MCO 0),M220,"Luxation récidivante de la rotule - "" Siège non précisé """
M22.10,M2210,ATIH s'arrête à un niveau supérieur,préfixe ATIH M221 (type MCO 0),M221,"Subluxation récidivante de la rotule - "" Sièges multiples """
M22.11,M2211,ATIH s'arrête à un niveau supérieur,préfixe ATIH M221 (type MCO 0),M221,"Subluxation récidivante de la rotule - "" Région scapulaire """
M22.12,M2212,ATIH s'arrête à un niveau supérieur,préfixe ATIH M221 (type MCO 0),M221,"Subluxation récidivante de la rotule - "" Bras """
M22.13,M2213,ATIH s'arrête à un niveau supérieur,préfixe ATIH M221 (type MCO 0),M221,"Subluxation récidivante de la rotule - "" Avant-bras """
M22.14,M2214,ATIH s'arrête à un niveau supérieur,préfixe ATIH M221 (type MCO 0),M221,"Subluxation récidivante de la rotule - "" Main """
M22.15,M2215,ATIH s'arrête à un niveau supérieur,préfixe ATIH M221 (type MCO 0),M221,"Subluxation récidivante de la rotule - "" Région pelvienne et cuisse """
