rec_id,millesime,localisation,situation,type,texte,condition
GM2026-V-XXI-28,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z40 — actes prophylactiques et thérapeutiques pour tumeur maligne,regle_position,Z40.0 a reçu des extensions signalant l'organe opéré. L'emploi des codes Z40 concerne aussi les interventions à but thérapeutique ou prophylactique portant sur d'autres localisations : une ovariectomie de castration pour cancer du sein hormonosensible se code Z40.01 en DP.,
GM2026-V-XXI-29,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z41 — chirurgie esthétique et interventions de confort,regle_position,"Lorsqu'il s'agit de chirurgie esthétique, le DP doit toujours être codé Z41.0 ou Z41.1, à l'exclusion de tout autre code ; le défaut corrigé peut être codé en DR. Z41.80 code les interventions dites de confort.",
GM2026-V-XXI-30,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z42 — chirurgie plastique non esthétique,regle_position,"Pour une chirurgie plastique non esthétique, de réparation d'une lésion congénitale ou acquise prise en charge par l'assurance maladie, le DP est codé avec un autre code de la CIM–10 — un code des chapitres I à XIX ou un code de la catégorie Z42 — le meilleur code étant le plus précis. Avec un DP codé Z42.–, le motif de l'intervention peut être mentionné en DR.",
GM2026-V-XXI-31,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10","Z43 — soins de stomie ponctuels, opposés à Z93",definition,"Z43 est une rubrique de soins de stomie ponctuels, incluant la fermeture de la stomie. Elle exclut les soins habituels effectuables à domicile, qui se codent avec Z93, et les complications comprises dans J95.0, K91.4 et N99.5.",
GM2026-V-XXI-32,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z45.0 — implantation d'un stimulateur ou défibrillateur cardiaque,regle_position,"Par convention, le DP d'un séjour pour l'implantation d'un stimulateur ou d'un défibrillateur cardiaque est la cardiopathie qui la justifie, et non Z45.0.",
GM2026-V-XXI-33,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z49.0 — confection d'une fistule de dialyse,regle_position,"Le DP des séjours pour mise en place d'une fistule de dialyse rénale est codé Z49.0 et non Z45.2. La catégorie Z49, malgré le mot « surveillance » de son intitulé, comprend les prises en charge pour actes de préparation à la dialyse rénale.",
GM2026-V-XXI-34,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z45.84 — mise en place d'un stimulateur du système nerveux central,regle_position,Le DP des hospitalisations pour la mise en place d'un stimulateur du système nerveux central (cérébral ou médullaire) doit être codé Z45.84.,
GM2026-V-XXI-35,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z43 ou Z45 en DA redondant avec un acte CCAM,interdiction,"Lorsqu'un code des catégories Z43 ou Z45 correspond à une prise en charge pour laquelle un code d'acte existe dans la CCAM, la saisie dans le même RUM du code Z43.– ou Z45.– en position de diagnostic associé, en sus de celui de l'acte, est redondante et n'est pas justifiée.",Un code d'acte CCAM existe pour la prise en charge
GM2026-V-XXI-36,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z47.0 — ablation de matériel d'ostéosynthèse,regle_position,"Z47.0 doit être utilisé pour coder le DP des séjours pour ablation de matériel d'ostéosynthèse. Au terme de ces séjours, il ne faut pas coder à nouveau la lésion osseuse initiale guérie ou consolidée, ni comme DP, ni comme DR, ni comme diagnostic associé. Z47.0 code aussi le DP des séjours pour retrait d'un espaceur et repose de prothèse définitive.",
GM2026-V-XXI-37,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z48 — soins postinterventionnels immédiats,definition,"Z48 peut être employée pour les soins postinterventionnels immédiats : surveillance postopératoire et surveillance faisant suite à un acte médicotechnique (endoscopie, endovasculaire, imagerie interventionnelle).",
GM2026-V-XXI-38,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z51 — séjours pour actes thérapeutiques,regle_position,"Tous les séjours pour chimiothérapie, radiothérapie, transfusion sanguine, aphérèse sanguine ou oxygénothérapie hyperbare, qu'il s'agisse de séances ou d'hospitalisation complète, doivent comporter en DP le code ad hoc de la catégorie Z51. Z51.1 code le DP des séjours pour chimiothérapie pour tumeur ; Z51.2 les autres chimiothérapies ; Z51.30 la transfusion sanguine ; Z51.31 l'aphérèse.",
GM2026-V-XXI-39,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z51 en DP — la maladie traitée en diagnostic relié,regle_position,"Lorsqu'un code Z51.0–, Z51.1, Z51.2, Z51.3–, Z51.5 ou Z51.8– est en position de DP, la maladie traitée est enregistrée comme diagnostic relié chaque fois qu'elle respecte sa définition, ce qui est le plus souvent le cas.",La maladie traitée respecte la définition du DR
GM2026-V-XXI-40,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z51 en DA redondant avec un acte CCAM,interdiction,"Lorsqu'un code de la catégorie Z51 correspond à une prise en charge pour laquelle un code d'acte existe dans la CCAM, la saisie du code Z51.– en diagnostic associé en sus de celui de l'acte est redondante et n'est pas justifiée. Z51.00 et Z51.01 font exception : lorsqu'un acte d'irradiation est effectué au cours d'une hospitalisation pour un autre motif, Z51.01 figure dans le même RUM que l'acte.",Un code d'acte CCAM existe ; hors Z51.00 et Z51.01
GM2026-V-XXI-41,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z52 — prélèvement d'organes ou de tissus,regle_position,"Les codes de la catégorie Z52 sont utilisés pour le codage du DP du RSS produit pour un sujet admis aux fins de prélèvements d'organes ou de tissus. Z52.80 Donneuse d'ovocytes est employé comme DP du séjour pour prélèvement d'ovocytes, et comme diagnostic associé en cas de partage (egg sharing).",
GM2026-V-XXI-42,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z53 — soins prévus non prodigués,condition_emploi,"Z53 permet le codage des circonstances dans lesquelles les soins prévus à l'admission ne sont pas prodigués ; le mot « acte » de l'intitulé doit être lu au sens étendu de « prestation de soins », « prise en charge ».",
GM2026-V-XXI-43,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z65.1 — personne détenue,regle_position,Z65.1 Emprisonnement ou autre incarcération doit être enregistré en position de diagnostic associé lorsque les soins ont été dispensés à une personne détenue.,
GM2026-V-XXI-44,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z74.2 — défaillance de l'aide à domicile,condition_emploi,"Z74.2 est employé lorsqu'une personne qui ne peut vivre à son domicile qu'avec une aide doit être hospitalisée, ou maintenue en hospitalisation, du fait de l'absence ou de la défaillance de celle-ci.",
GM2026-V-XXI-45,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z75.1 — attente d'admission ailleurs,condition_emploi,"Z75.1 ne doit être employé que si le séjour ou la prolongation de l'hospitalisation est motivé par la seule attente de l'unité ou de l'établissement adéquat, et non par un événement morbide.",Séjour motivé par la seule attente
GM2026-V-XXI-46,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z75.80 — sens du mot « acte »,definition,"Dans l'intitulé de Z75.80, le mot « acte » ne doit pas être limité à la notion d'acte médicotechnique : il doit être compris au sens large de « prestation de soins », « prise en charge ».",
GM2026-V-XXI-47,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z76.800 — infection ostéoarticulaire complexe,regle_position,"Z76.800 doit être enregistré comme DA dès lors que le patient a fait l'objet d'une réunion de concertation pluridisciplinaire visée par un centre interrégional de référence ayant confirmé le caractère complexe de l'IOA. Même si une seule RCP a été réalisée, Z76.800 doit être saisi dans les RUM de tous les séjours ultérieurs motivés par la prise en charge de l'IOA.",RCP visée par un centre interrégional de référence
GM2026-V-XXI-48,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z76.850 — nouveau-né recevant du lait d'un lactarium,regle_position,Z76.850 doit être enregistré comme DA dans le RUM du séjour des nouveau-nés recevant du lait d'un lactarium.,
GM2026-V-XXI-49,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z80 à Z92 — un DP d'antécédent ne justifie jamais de DR,interdiction,Les codes des catégories Z80 à Z92 peuvent notamment être utilisés pour le codage du DP dans des situations diagnostiques. Un DP d'antécédent personnel ou familial de maladie ne justifie jamais de diagnostic relié.,
GM2026-V-XXI-50,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z92.1 et Z92.2 — traitements pris antérieurement,condition_emploi,"Ces codes peuvent être employés lorsqu'un recours aux soins est motivé par la prise d'un médicament prescrit antérieurement, que la prise soit poursuivie (« utilisation actuelle ») ou qu'elle ait cessé au moment du recours — l'acception du mot « antécédent » étant large dans la CIM–10.",
GM2026-V-XXI-51,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10","Z93 — soins habituels de stomie, opposés à Z43",definition,"Z93 est employée pour le codage des soins de stomie habituels, tels qu'effectués ou effectuables à domicile (soins quotidiens d'hygiène, changements de poche, changements de canule de trachéostomie). Elle s'oppose à Z43.",
GM2026-V-XXI-52,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z94 et Z95 — surveillance négative de greffes et prothèses,regle_position,"Z94 et Z95 sont employées pour coder le DP des situations de surveillance négative des porteurs d'organe ou de tissu greffé (Z94), de pontage coronaire, de prothèse endoartérielle, de prothèse valvulaire cardiaque et autres implants cardiaques et vasculaires (Z95).",Surveillance négative (aucune anomalie constatée)
GM2026-V-XXI-53,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z96 et Z97 — présence d'implants et prothèses,condition_emploi,"Z96 et Z97 permettent le codage de la présence de divers implants, prothèses et appareils. Leur emploi n'est admissible qu'en l'absence de complication.",Absence de complication
GM2026-V-XXI-54,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10","Z93, Z95 ou Z96 en DA redondant avec un acte CCAM",interdiction,"Lorsqu'un code des catégories Z93, Z95 ou Z96 correspond à une prise en charge pour laquelle un code d'acte existe dans la CCAM, la saisie du code Z93.–, Z95.– ou Z96.– en diagnostic associé en sus de celui de l'acte est redondante et n'est pas justifiée.",Un code d'acte CCAM existe pour la prise en charge
GM2026-V-XXI-55,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10","Z99 — dépendance chronique, non phase aigüe",condition_emploi,Est dépendante envers une machine une personne atteinte d'une affection chronique dont la survie est subordonnée à l'utilisation régulière et durable de ce matériel. Les codes Z99 ne doivent pas être employés pour mentionner l'utilisation d'un tel matériel en phase aigüe.,Affection chronique ; pas d'emploi en phase aigüe
GM2026-V-ACC-01,2026-provisoire,"Guide MCO, chap. V, p. 81, article ACCOUCHEMENT IMPROMPTU OU À DOMICILE",Séjour faisant suite à un accouchement impromptu hors établissement,regle_position,"Un séjour faisant suite à un accouchement impromptu survenu avant l'arrivée de la mère dans un établissement de santé (au domicile, pendant le trajet vers la maternité), que l'accouchement ait eu lieu ou non en présence du SMUR, est codé DP Z39.00, DA Z37.– ; aucun acte d'accouchement n'est codé.",Accouchement survenu avant l'arrivée dans l'établissement
GM2026-V-ACC-02,2026-provisoire,"Guide MCO, chap. V, p. 81, article ACCOUCHEMENT IMPROMPTU OU À DOMICILE",Accouchement à domicile choisi — pas de séjour hospitalier,definition,"L'accouchement à domicile résultant du choix de la mère ne donne pas lieu à la production d'un RSS, faute de séjour hospitalier, ni pour la mère ni pour le nouveau-né, y compris si celui-ci est né sans vie.","Accouchement à domicile par choix, sans complication hospitalisée"
GM2026-V-ACC-03,2026-provisoire,"Guide MCO, chap. V, p. 81, article ACCOUCHEMENT IMPROMPTU OU À DOMICILE",Accouchement à domicile — hospitalisation pour complication,regle_position,"En cas de complication après un accouchement à domicile : si elle concerne la mère, son séjour est un séjour du postpartum et non d'accouchement, le DP déterminé conformément à sa définition ; le nouveau-né sans problème de santé propre pris en charge est alors aussi en séjour du postpartum, son DP est codé Z76.2. Si la complication concerne l'enfant, un RSS est produit pour lui, le DP déterminé conformément à sa définition.",Complication après un accouchement à domicile
GM2026-V-ANT-01,2026-provisoire,"Guide MCO, chap. V, pp. 82-83, article ANTÉCÉDENTS",Antécédent personnel ou familial — principe de codage,interdiction,Une affection constituant un antécédent personnel (maladie ancienne guérie) ou familial (affection dont le patient n'est personnellement pas atteint) ne doit pas être enregistrée dans le RUM avec le code qu'on utiliserait si elle était présente : pas de code des chapitres I à XIX (sinon éventuellement comme donnée à visée documentaire). Elle doit être codée avec le chapitre XXI (« codes Z »).,L'affection est un antécédent : le patient n'est plus ou n'est pas atteint au moment du séjour
GM2026-V-ANT-02,2026-provisoire,"Guide MCO, chap. V, pp. 82-83, article ANTÉCÉDENTS",Catégories d'antécédents Z80-Z99 — affections à séquelles exclues,condition_emploi,"Les catégories Z80 à Z99 du chapitre XXI sont destinées au codage des antécédents. Les affections qui entraînent habituellement des séquelles font partie de leurs exclusions (ex. : Z86.1 exclut les séquelles de maladies infectieuses et parasitaires ; Z86.7 exclut l'infarctus ancien, les séquelles de maladies cérébrovasculaires et le syndrome postinfarctus).",
GM2026-V-ANT-03,2026-provisoire,"Guide MCO, chap. V, pp. 82-83, article ANTÉCÉDENTS",Z86.7 — emploi obligatoire des extensions Z86.70 et Z86.71,condition_emploi,Z86.7 a des extensions créées pour la version 11 des GHM (2009) : Z86.70 et Z86.71. Leur emploi est obligatoire.,
GM2026-V-ANT-04,2026-provisoire,"Guide MCO, chap. V, pp. 82-83, article ANTÉCÉDENTS",Définition de l'antécédent,definition,"Un antécédent est une affection ancienne qui n'existe plus et qui n'est pas cause de troubles résiduels au moment de l'hospitalisation concernée par le recueil d'informations (sinon on parlerait de séquelles, non d'antécédents). Cette définition conditionne l'emploi des catégories d'antécédents.",
GM2026-V-ANT-05,2026-provisoire,"Guide MCO, chap. V, pp. 82-83, article ANTÉCÉDENTS",Antécédent personnel de tumeur maligne — cancer ou antécédent de cancer,condition_emploi,"Le choix entre « cancer » et « antécédent de cancer » est une question médicale : il ne dépend pas du codeur et il n'appartient ni au médecin responsable de l'information médicale ni au codeur de trancher — c'est la compétence du médecin qui dispense les soins. Le délai traditionnel de cinq ans, de tradition purement orale, est médicalement erroné et ne doit plus servir de référence. Cancer devenu antécédent : catégorie Z85 ; cancer encore actif : code adapté du chapitre II.",
GM2026-V-ATH-01,2026-provisoire,"Guide MCO, chap. V, p. 83, article ATHEROSCLEROSE AVEC GANGRENE",Athérosclérose avec gangrène — I70.21 en DP et codage de la gangrène,regle_association,"I70.21 Athérosclérose des artères distales, avec gangrène comporte intrinsèquement la notion de gangrène : utilisé en DP, il ne devrait pas permettre de codage supplémentaire de la gangrène (note d'exclusion de R02 au volume 1 : « à l'exclusion de gangrène au cours d'athérosclérose (I70.2) »). Toutefois, à titre d'exception, l'emploi de R02 en diagnostic associé lorsque I70.21 est codé en DP est autorisé : c'est actuellement le seul moyen de discriminer les prises en charge avec gangrène lors du groupage en GHM.",
GM2026-V-CAR-01,2026-provisoire,"Guide MCO, chap. V, p. 83, article CARENCES VITAMINIQUES",Carence vitaminique ou avitaminose — exigence documentaire,condition_emploi,"L'enregistrement dans le RUM-RSS d'un code de carence vitaminique ou d'avitaminose (catégories E50 à E56) nécessite la mention du diagnostic dans le dossier médical, étayée par un dosage biologique témoignant d'une carence, d'un déficit, d'une insuffisance vitaminique ou d'une hypovitaminose.","Diagnostic mentionné au dossier, étayé par un dosage biologique"
GM2026-V-CAR-02,2026-provisoire,"Guide MCO, chap. V, p. 83, article CARENCES VITAMINIQUES",Supplémentation vitaminique systématique du nouveau-né,interdiction,"La supplémentation systématique du nouveau-né en vitamines A, D, E et K ne doit pas donner lieu à l'enregistrement de codes de carence vitaminique ou d'avitaminose.","Supplémentation systématique du nouveau-né, sans carence documentée"
GM2026-V-CHU-01,2026-provisoire,"Guide MCO, chap. V, p. 83, article CHUTES A REPETITION",Chutes à répétition — définition et emploi réservé de R29.6,condition_emploi,Le codage des chutes à répétition (R29.6) est réservé aux situations correspondant à la définition : chutes à répétition en raison du grand âge ou d'autres problèmes de santé mal définis. La chute est le fait de se retrouver involontairement sur le sol ou dans une position de niveau inférieur par rapport à sa position de départ ; le caractère répétitif est acquis à partir d'au moins deux chutes dans l'année qui précède le recueil.,Au moins deux chutes dans l'année précédant le recueil
GM2026-V-CHU-02,2026-provisoire,"Guide MCO, chap. V, p. 83, article CHUTES A REPETITION",Chutes à répétition — R29.6 en DP,regle_position,"R29.6 est le DP d'un séjour motivé par la chute au cours duquel aucune lésion (conséquence de la chute) n'est traitée et aucune cause n'est trouvée : chute constatée répétitive, ou bilan de chutes répétitives à la recherche d'une pathologie causale sans que cette cause soit trouvée.","Aucune lésion traitée, aucune cause trouvée"
GM2026-V-CHU-03,2026-provisoire,"Guide MCO, chap. V, p. 83, article CHUTES A REPETITION",Chutes à répétition — R29.6 en DAS,regle_position,"La chute à répétition peut être un DAS (elle marque une fragilité du patient) quand elle n'est pas le DP : lorsqu'elle est à l'origine d'une lésion, la lésion étant le DP du séjour, et seulement si aucune causalité n'est retrouvée, le DAS est la chute R29.6.","Lésion en DP, aucune causalité retrouvée"
GM2026-V-OMS-01,2026-provisoire,"Guide MCO, chap. V, p. 84, article CODES OMS RÉSERVÉS A UN USAGE URGENT",Codes U00-U49 — réserve OMS pour usage urgent,condition_emploi,"Les codes U00-U49 sont utilisés par l'OMS pour une attribution provisoire à de nouvelles maladies d'étiologie incertaine. Les 10 codes d'attente des catégories U07 doivent être disponibles dans tous les systèmes électroniques à tout moment et utilisés, sans délai, selon les instructions de l'OMS adaptées au PMSI et publiées sur le site de l'ATIH.",Selon les instructions de l'OMS adaptées au PMSI (site ATIH)
GM2026-V-OMS-02,2026-provisoire,"Guide MCO, chap. V, p. 84, article CODES OMS RÉSERVÉS A UN USAGE URGENT",Codes d'attente U07 — proscription hors consignes OMS,interdiction,"Les codes d'attente (libellé « Usage urgent de U07 ») sont intégrés à la liste des codes utilisables dans les recueils PMSI, mais en l'absence de consignes spécifiques données par l'OMS leur utilisation est proscrite et conduit à un groupage en erreur. Depuis 2020, les consignes OMS pour les codes en lien avec la crise sanitaire permettent d'utiliser ces codes spécifiques sans groupage en erreur.",Absence de consignes spécifiques données par l'OMS
GM2026-V-COMP-01,2026-provisoire,"Guide MCO, chap. V, pp. 84-88, article COMPLICATIONS DES ACTES MÉDICAUX ET CHIRURGICAUX",Complication d'un acte — règle générale de choix du code,condition_emploi,"Une complication d'un acte diagnostique ou thérapeutique est codée de la façon la plus précise, la nature de la complication étant prioritaire : (1) avec un code du groupe T80-T88 lorsque le code le plus précis pour la complication appartient à ce groupe ; (2) sinon avec un code d'une catégorie « Atteintes [troubles] [affections] de l'appareil […] après un acte à visée […] » lorsque la nature de la complication figure dans l'intitulé (ce qui exclut les sous-catégories .8 et .9) ; (3) dans les autres cas avec un code « habituel » de la CIM-10. Les codes T80-T88 ne sont employés que lorsqu'ils apportent le plus de précision, c'est-à-dire lorsque la CIM-10 n'offre pas par ailleurs de possibilité de codage plus précis selon la nature de la complication.",
GM2026-V-COMP-02,2026-provisoire,"Guide MCO, chap. V, pp. 84-88, article COMPLICATIONS DES ACTES MÉDICAUX ET CHIRURGICAUX",Complication codée avec un code « habituel » — complément T80-T88 en DAS,regle_association,"Lorsqu'un codage précis selon la nature de la complication conduit à l'enregistrer avec un code « habituel » (autre code des chapitres I à XIX), il doit être complété par le code du groupe T80-T88 correspondant, enregistré comme diagnostic associé, quelle que soit son imprécision et y compris s'il n'est pas autorisé comme DP. Le code « T » à choisir est celui que l'index alphabétique (volume 3) indique pour la complication. Ce codage complémentaire ne s'applique qu'aux codes « habituels » : il ne concerne ni les codes « T » ni les catégories « Atteintes […] après un acte à visée […] ».",Complication codée avec un code « habituel »
GM2026-V-COMP-03,2026-provisoire,"Guide MCO, chap. V, pp. 84-88, article COMPLICATIONS DES ACTES MÉDICAUX ET CHIRURGICAUX",Complication d'un acte — circonstances iatrogéniques en DAS (chapitre XX),regle_position,"Quel que soit le code de la complication (groupe T80-T88, catégorie « Atteintes […] après un acte à visée […] » ou code « habituel »), les circonstances iatrogéniques sont enregistrées au moyen d'un code du chapitre XX en position de diagnostic associé : Y83-Y84 pour les réactions anormales ou complications ultérieures sans mention d'accident (aléa médical) ; Y60-Y69 (accidents au cours d'actes) et Y70-Y82 (appareils médicaux associés à des accidents) lorsque les circonstances sont différentes ; Y88 lorsque la complication est une séquelle d'un acte antérieur ; Y95 Facteurs nosocomiaux, en tant que de besoin, pour les actes effectués en établissement d'hospitalisation.",
GM2026-V-COMP-04,2026-provisoire,"Guide MCO, chap. V, pp. 84-88, article COMPLICATIONS DES ACTES MÉDICAUX ET CHIRURGICAUX",Codes T80-T88 imprécis — non autorisés en DP,interdiction,"Plusieurs sous-catégories du groupe T80-T88 sont très imprécises : l'emploi de T80.2, T81.2, T81.4, T88.0, T88.1, T88.7 (auxquels s'ajoutent T81.3, T85.5, T86.0 et T86.8, devenus imprécis du fait de leur subdivision) ainsi que de toutes les subdivisions .8 et .9 du groupe (hors celles de la catégorie T86) n'est pas autorisé pour le codage du diagnostic principal.",
GM2026-V-COMP-05,2026-provisoire,"Guide MCO, chap. V, pp. 84-88, article COMPLICATIONS DES ACTES MÉDICAUX ET CHIRURGICAUX",Catégories « Atteintes de l'appareil […] après un acte » — sous-catégories .8 et .9,condition_emploi,"Les sous-catégories des catégories « Atteintes [troubles] [affections] de l'appareil […] après un acte à visée […] » contiennent habituellement une manifestation précise et son étiologie (ex. I97.2, J95.1) ; on en rapproche les codes dont le libellé implique que l'affection est toujours consécutive à un acte (ex. K43.1, K43.5). Leurs sous-catégories .9 ne sont pas autorisées comme DP, et une information orientant vers l'une d'elles doit faire rechercher davantage de précision ; les sous-catégories .8 (ex. I97.8, J95.8, K91.8) sont imprécises : il faut leur préférer les codes « habituels » de la CIM-10.",
GM2026-V-COMP-06,2026-provisoire,"Guide MCO, chap. V, pp. 84-88, article COMPLICATIONS DES ACTES MÉDICAUX ET CHIRURGICAUX",Complications d'actes obstétricales — chapitre XV,condition_emploi,"On rapproche des catégories « Atteintes […] après un acte » les complications d'actes classées dans le chapitre XV (quatrièmes caractères des catégories O03 à O06 et O08 pour les grossesses terminées par un avortement, catégories O29, O74…). Leur emploi s'impose pour le dossier de la mère pendant la grossesse, le travail, l'accouchement et la puerpéralité (ex. O35.7, O75.4, O86.0, O90.0 à O90.2).","Dossier de la mère (grossesse, travail, accouchement, puerpéralité)"
GM2026-V-CYS-01,2026-provisoire,"Guide MCO, chap. V, p. 88, article CYSTITE AIGÜE",Cystite aigüe — N30.0 documenté ou N39.0 par défaut,condition_emploi,"Le diagnostic de cystite aigüe est posé devant l'association de signes fonctionnels (pollakiurie, douleurs mictionnelles…) et d'une pyurie constatée à la bandelette urinaire, ou d'une pyurie avec bactériurie à l'étude cytobactériologique. La mention de cystite (aigüe), d'infection vésicale (aigüe) ou d'infection urinaire basse dans le dossier, appuyée sur ces arguments, permet d'utiliser N30.0 Cystite aigüe. Quand ces éléments manquent, ou devant la présence isolée de germes dans l'uroculture (bactériurie), on code N39.0 Infection des voies urinaires, siège non précisé.",
GM2026-V-DIA-01,2026-provisoire,"Guide MCO, chap. V, p. 89, article DIABÈTE DE TYPE 2 TRAITÉ PAR INSULINE",Diabète de type 2 insulinotraité — emploi des extensions E11.–0,condition_emploi,"Les codes étendus de la catégorie E11 portant le chiffre 0 en cinquième position (E11.00 à E11.90) distinguent le diabète de type 2 insulinotraité (insulinonécessitant, insulinorequérant). Ils sont réservés au diabète de type 2 insulinotraité au long cours et ne doivent pas être employés lorsqu'un évènement ponctuel exige, pendant l'hospitalisation, un bref remplacement du traitement antidiabétique oral par l'insuline (par exemple pour une anesthésie). Leur mention dans un RUM suppose que le patient était déjà traité par insuline à domicile avant l'hospitalisation, ou que le traitement insulinique est poursuivi à domicile après la sortie (mentionné dans l'ordonnance de sortie).",Insulinothérapie au long cours (à domicile avant l'hospitalisation ou poursuivie après la sortie)
GM2026-V-DOU-01,2026-provisoire,"Guide MCO, chap. V, p. 89, article DOULEUR CHRONIQUE",Douleur chronique — définition HAS et emploi de R52.2,condition_emploi,"Il y a douleur chronique (syndrome multidimensionnel exprimé par la personne atteinte), quelles que soient sa topographie et son intensité, lorsque la douleur présente plusieurs des caractéristiques suivantes : persistance ou récurrence ; durée au-delà de l'habituel pour la cause initiale présumée (notamment évolution depuis plus de 3 mois) ; réponse insuffisante au traitement ; détérioration significative et progressive des capacités fonctionnelles et relationnelles. L'utilisation du code R52.2 nécessite que le dossier mentionne l'existence d'une douleur chronique dans le cadre de cette définition.","Douleur chronique au sens de la définition HAS, mentionnée au dossier"
GM2026-V-REB-01,2026-provisoire,"Guide MCO, chap. V, pp. 89-90, article DOULEUR CHRONIQUE REFRACTAIRE (REBELLE)",Douleur chronique réfractaire — définition,definition,"Une douleur chronique réfractaire (le terme est à privilégier ; rebelle et irréductible peuvent le remplacer) est une douleur ne répondant pas aux traitements conventionnels recommandés et conduits conformément aux règles de bonnes pratiques, et ne permettant pas un soulagement satisfaisant et durable ni une qualité de vie acceptable, et/ou occasionnant des effets indésirables intolérables et incontrôlables. Elle peut nécessiter une hospitalisation pour avis diagnostique pluriprofessionnel et/ou prise en charge thérapeutique spécifique (traitements invasifs ou à surveillance particulière, radiologie interventionnelle, infiltrations, analgésie locorégionale, actes chirurgicaux, traitements non médicamenteux associés).",
