dagger_code,dagger_label,asterisk_code,asterisk_label,combination_labels,levels_present,redundancy_level,rationale,curated_by,curated_date,_orphan
A51.4,autres formes de syphilis secondaire,H22.0,iridocyclite au cours de maladies infectieuses et parasitaires classées ailleurs,iridocyclite syphilitique secondaire | iridocyclite au cours de syphilis (secondaire),"H, U",independent,,RF,21/05/2026,false
A51.4,autres formes de syphilis secondaire,H58.8,autres affections précisées de l'oeil et de ses annexes au cours de maladies classées ailleurs,oculopathie NCA syphilitique secondaire | oculopathie syphilitique NCA précoce (secondaire),"H, U",independent,,RF,21/05/2026,false
A51.4,autres formes de syphilis secondaire,M63.0,myosite au cours de maladies bactériennes classées ailleurs,myosite syphilitique secondaire | myosite au cours de syphilis,"H, U",independent,,RF,21/05/2026,false
A51.4,autres formes de syphilis secondaire,M90.1,périostite au cours d'autres maladies infectieuses classées ailleurs,périostite syphilitique secondaire,"H, U",independent,,RF,21/05/2026,false
A51.4,autres formes de syphilis secondaire,N74.2,affection inflammatoire pelvienne syphilitique de la femme,affection inflammatoire pelvienne syphilitique de la femme | affection inflammatoire des organes pelviens de la femme syphilitique secondaire,"G, U",independent,,RF,21/05/2026,false
A52.0,syphilis cardio-vasculaire,I32.0,péricardite au cours de maladies bactériennes classées ailleurs,péricardite syphilitique,"H, U",independent,,RF,21/05/2026,false
A52.0,syphilis cardio-vasculaire,I39,endocardite et atteintes valvulaires cardiaques au cours de maladies classées ailleurs,atteinte de l'endocarde (à) (au cours de) syphilitique,H,subordinate,,RF,21/05/2026,false
A52.0,syphilis cardio-vasculaire,I39.1,atteintes de la valvule aortique au cours de maladies classées ailleurs,insuffisance aortique syphilitique,U,subordinate,,RF,21/05/2026,false
A52.0,syphilis cardio-vasculaire,I39.3,atteintes de la valvule pulmonaire au cours de maladies classées ailleurs,insuffisance pulmonaire syphilitique,U,subordinate,,RF,21/05/2026,false
A52.0,syphilis cardio-vasculaire,I39.8,"endocardite, valvule non précisée, au cours de maladies classées ailleurs",endocardite SAI syphilitique,U,subordinate,,RF,21/05/2026,false
A52.0,syphilis cardio-vasculaire,I41.0,myocardite au cours de maladies bactériennes classées ailleurs,myocardite syphilitique,"H, U",subordinate,,RF,21/05/2026,false
A52.0,syphilis cardio-vasculaire,I68.1,artérite cérébrale au cours de maladies infectieuses et parasitaires,artérite cérébrale syphilitique | artérite cérébrale au cours de syphilis,"H, U",subordinate,,RF,21/05/2026,false
A52.0,syphilis cardio-vasculaire,I79.0,anévrisme de l'aorte au cours de maladies classées ailleurs,anévrisme syphilitique de l'aorte,"H, U",subordinate,,RF,21/05/2026,false
A52.0,syphilis cardio-vasculaire,I79.1,aortite au cours de maladies classées ailleurs,aortite syphilitique,"H, U",subordinate,,RF,21/05/2026,false
A52.0,syphilis cardio-vasculaire,I98.0,syphilis cardio-vasculaire,syphilis cardio-vasculaire SAI,"H, U",subordinate,,RF,21/05/2026,false
A52.1,syphilis nerveuse symptomatique,F02.8,démence au cours d'autres maladies classées ailleurs,démence au cours de neurosyphilis,H,subordinate,,RF,21/05/2026,false
A52.1,syphilis nerveuse symptomatique,G01,méningite au cours d'affections bactériennes classées ailleurs,méningite syphilitique tardive | méningite (au cours de) neurosyphilis,"H, U",subordinate,,RF,21/05/2026,false
A52.1,syphilis nerveuse symptomatique,G05.0,"encéphalite, myélite et encéphalomyélite au cours d'infections bactériennes classées ailleurs","encéphalite syphilitique tardive | encéphalite, myélite ou encéphalomyélite syphilitique tardive","H, U",subordinate,,RF,21/05/2026,false
A52.1,syphilis nerveuse symptomatique,G22,syndrome parkinsonien au cours de maladies classées ailleurs,parkinsonisme syphilitique,"H, U",subordinate,,RF,21/05/2026,false
A52.1,syphilis nerveuse symptomatique,G63.0,polynévrite au cours de maladies infectieuses et parasitaires classées ailleurs,"polynévrite syphilitique tardive | polynévrite (au cours de) syphilis, tardive","H, U",subordinate,,RF,21/05/2026,false
A52.1,syphilis nerveuse symptomatique,H48.0,atrophie optique au cours de maladies classées ailleurs,atrophie optique syphilitique tardive | atrophie optique au cours de syphilis tardive,"H, U",subordinate,,RF,21/05/2026,false
A52.1,syphilis nerveuse symptomatique,H48.1,névrite rétrobulbaire au cours de maladies classées ailleurs,névrite rétrobulbaire syphilitique tardive | névrite rétrobulbaire au cours de syphilis tardive,"H, U",subordinate,,RF,21/05/2026,false
A52.1,syphilis nerveuse symptomatique,H58.0,anomalies fonctionnelles de la pupille au cours de maladies classées ailleurs,signe d'Argyll Robertson (syphilitique),H,subordinate,,RF,21/05/2026,false
A52.1,syphilis nerveuse symptomatique,H94.0,névrite acoustique au cours de maladies infectieuses et parasitaires classées ailleurs,névrite acoustique syphilitique tardive | névrite acoustique au cours de la syphilis,"H, U",subordinate,,RF,21/05/2026,false
A52.1,syphilis nerveuse symptomatique,M14.6,arthropathie neuropathique,arthropathie de Charcot | arthropathie de Charcot ou tabétique,"H, U",subordinate,,RF,21/05/2026,false
A52.1,syphilis nerveuse symptomatique,M49.4,spondylopathie neurologique,spondylopathie neurologique au cours de tabès,H,subordinate,,RF,21/05/2026,false
A52.7,autres formes tardives de syphilis symptomatique,H19.0,sclérite et épisclérite au cours de maladies classées ailleurs,épisclérite syphilitique tardive | épisclérite syphilitique,"H, U",subordinate,,RF,21/05/2026,false
A52.7,autres formes tardives de syphilis symptomatique,H32.0,affections choriorétiniennes au cours de maladies infectieuses et parasitaires classées ailleurs,choriorétinite syphilitique tardive | choriorétinite (à) syphilitique tardive,"H, U",subordinate,,RF,21/05/2026,false
A52.7,autres formes tardives de syphilis symptomatique,H58.8,autres affections précisées de l'oeil et de ses annexes au cours de maladies classées ailleurs,oculopathie NCA syphilitique tardive | oculopathie syphilitique NCA tardive,"H, U",subordinate,,RF,21/05/2026,false
A52.7,autres formes tardives de syphilis symptomatique,J99.8,troubles respiratoires au cours d'autres maladies classées ailleurs,syphilis [stade non précisé] pulmonaire | troubles respiratoires au cours de syphilis,"H, U",subordinate,,RF,21/05/2026,false
A52.7,autres formes tardives de syphilis symptomatique,K67.2,péritonite syphilitique,péritonite syphilitique | péritonite syphilitique tardive,"G, U",subordinate,,RF,21/05/2026,false
A52.7,autres formes tardives de syphilis symptomatique,K77.0,atteintes hépatiques au cours de maladies infectieuses et parasitaires classées ailleurs,syphilis [stade non précisé] hépatique | syphilis hépatique,"H, U",subordinate,,RF,21/05/2026,false
A52.7,autres formes tardives de syphilis symptomatique,L99.8,autres affections précisées de la peau et du tissu cellulaire sous-cutané au cours de maladies classées ailleurs,leucodermie syphilitique tardive | leucodermie syphilitique,"H, U",subordinate,,RF,21/05/2026,false
A52.7,autres formes tardives de syphilis symptomatique,M63.0,myosite au cours de maladies bactériennes classées ailleurs,syphilis [stade non précisé] musculaire | myosite au cours de syphilis,"H, U",subordinate,,RF,21/05/2026,false
A52.7,autres formes tardives de syphilis symptomatique,M68.0,synovite et ténosynovite au cours de maladies bactériennes classées ailleurs,synovite syphilitique [stade non précisé] | synovite ou ténosynovite syphilitique,"H, U",subordinate,,RF,21/05/2026,false
A52.7,autres formes tardives de syphilis symptomatique,M73.1,bursite syphilitique,bursite syphilitique | bursite syphilitique tardive,"G, U",subordinate,,RF,21/05/2026,false
A52.7,autres formes tardives de syphilis symptomatique,M90.2,ostéopathie au cours d'autres maladies infectieuses classées ailleurs,syphilis [stade non précisé] osseuse | ostéopathie ou ostéochondropathie syphilitique,"H, U",subordinate,,RF,21/05/2026,false
A52.7,autres formes tardives de syphilis symptomatique,N08.0,glomérulopathie au cours de maladies infectieuses et parasitaires classées ailleurs,glomérulite syphilitique | glomérulopathie au cours de syphilis,"H, U",subordinate,,RF,21/05/2026,false
A52.7,autres formes tardives de syphilis symptomatique,N29.0,syphilis tardive du rein,syphilis tardive du rein,G,subordinate,,RF,21/05/2026,false
A52.7,autres formes tardives de syphilis symptomatique,N74.2,affection inflammatoire pelvienne syphilitique de la femme,affection inflammatoire pelvienne syphilitique de la femme | affection inflammatoire des organes pelviens de la femme syphilitique tardive,"G, U",subordinate,,RF,21/05/2026,false
A54.2,pelvipéritonite gonococcique et autres infections génito-urinaires gonococciques,N51.0,affections de la prostate au cours de maladies classées ailleurs,prostatite gonococcique | prostatite (à) gonococcique,"H, U",subordinate,,RF,21/05/2026,false
A54.2,pelvipéritonite gonococcique et autres infections génito-urinaires gonococciques,N51.1,affections du testicule et de l'épididyme au cours de maladies classées ailleurs,épididymite gonococcique | orchite gonococcique,"H, U",subordinate,,RF,21/05/2026,false
A54.2,pelvipéritonite gonococcique et autres infections génito-urinaires gonococciques,N74.3,affection inflammatoire pelvienne gonococcique de la femme,affection inflammatoire pelvienne gonococcique de la femme | affection inflammatoire des organes pelviens de la femme gonococcique,"G, U",subordinate,,RF,21/05/2026,false
A54.3,infection gonococcique de l'oeil,H13.1,conjonctivite au cours de maladies infectieuses et parasitaires classées ailleurs,conjonctivite gonococcique | conjonctivite (à) (de) gonococcique,"H, U",subordinate,,RF,21/05/2026,false
A54.3,infection gonococcique de l'oeil,H22.0,iridocyclite au cours de maladies infectieuses et parasitaires classées ailleurs,iridocyclite gonococcique | iridocyclite au cours de infection gonococcique,"H, U",subordinate,,RF,21/05/2026,false
A54.4,infection gonococcique du système ostéo-articulaire et des muscles,M01.3,arthrite au cours d'autres maladies bactériennes classées ailleurs,arthrite gonococcique | arthrite (au cours de) gonococcique,"H, U",subordinate,,RF,21/05/2026,false
A54.4,infection gonococcique du système ostéo-articulaire et des muscles,M68.0,synovite et ténosynovite au cours de maladies bactériennes classées ailleurs,synovite gonococcique | ténosynovite gonococcique | synovite ou ténosynovite gonococcique,"H, U",subordinate,,RF,21/05/2026,false
A54.4,infection gonococcique du système ostéo-articulaire et des muscles,M73.0,bursite gonococcique,bursite gonococcique,"G, U",subordinate,,RF,21/05/2026,false
A54.4,infection gonococcique du système ostéo-articulaire et des muscles,M90.2,ostéopathie au cours d'autres maladies infectieuses classées ailleurs,ostéomyélite gonococcique | ostéomyélite due à gonocoques,"H, U",subordinate,,RF,21/05/2026,false
A54.8,autres infections gonococciques,G01,méningite au cours d'affections bactériennes classées ailleurs,méningite gonococcique(s) | méningite (au cours de) gonococcique,"H, U",subordinate,,RF,21/05/2026,false
A54.8,autres infections gonococciques,G07,abcès et granulome intracrâniens et intrarachidiens au cours d'affections classées ailleurs,abcès du cerveau gonococcique(s) | abcès du cerveau gonococcique,"H, U",subordinate,,RF,21/05/2026,false
A54.8,autres infections gonococciques,I32.0,péricardite au cours de maladies bactériennes classées ailleurs,péricardite gonococcique(s) | péricardite gonococcique,"H, U",subordinate,,RF,21/05/2026,false
A54.8,autres infections gonococciques,I39,endocardite et atteintes valvulaires cardiaques au cours de maladies classées ailleurs,atteinte de l'endocarde (à) (au cours de) gonococcique,H,subordinate,,RF,21/05/2026,false
A54.8,autres infections gonococciques,I39.8,"endocardite, valvule non précisée, au cours de maladies classées ailleurs",endocardite gonococcique(s),U,subordinate,,RF,21/05/2026,false
A54.8,autres infections gonococciques,I41.0,myocardite au cours de maladies bactériennes classées ailleurs,myocardite gonococcique(s) | myocardite gonococcique,"H, U",subordinate,,RF,21/05/2026,false
A54.8,autres infections gonococciques,J17.0,pneumopathie au cours de maladies bactériennes classées ailleurs,pneumopathie gonococcique(s) | pneumopathie (au cours de) (due à) gonorrhée,"H, U",subordinate,,RF,21/05/2026,false
A54.8,autres infections gonococciques,K67.1,péritonite gonococcique,péritonite gonococcique | péritonite gonococcique(s),"G, U",subordinate,,RF,21/05/2026,false
A56.1,"infection à Chlamydia, pelvi-péritonéale et des autres organes génito-urinaires",N51.1,affections du testicule et de l'épididyme au cours de maladies classées ailleurs,épididymite à Chlamydia | orchite à Chlamydia,"H, U",subordinate,,RF,21/05/2026,false
A56.1,"infection à Chlamydia, pelvi-péritonéale et des autres organes génito-urinaires",N74.4,"affection inflammatoire pelvienne à Chlamydia, de la femme","affection inflammatoire pelvienne à Chlamydia, de la femme | affection inflammatoire des organes pelviens de la femme à Chlamydia","G, U",subordinate,,RF,21/05/2026,false
A59.0,trichomonase uro-génitale,N51.0,affections de la prostate au cours de maladies classées ailleurs,prostatite à Trichomonas (vaginalis) | prostatite (à) Trichomonas,"H, U",subordinate,,RF,21/05/2026,false
A60.0,infection des organes génitaux et de l'appareil génito-urinaire par le virus de l'herpès,N51,affections des organes génitaux de l'homme au cours de maladies classées ailleurs,infection des organes génitaux par le virus de l'herpès homme,U,subordinate,,RF,21/05/2026,false
A60.0,infection des organes génitaux et de l'appareil génito-urinaire par le virus de l'herpès,N51.8,autres affections des organes génitaux de l'homme au cours de maladies classées ailleurs,infection de l'appareil génital de l'homme par le virus de l'herpès [herpes simplex],H,subordinate,,RF,21/05/2026,false
A60.0,infection des organes génitaux et de l'appareil génito-urinaire par le virus de l'herpès,N77.0,ulcération de la vulve au cours de maladies infectieuses et parasitaires classées ailleurs,infection des organes génitaux par le virus de l'herpès femme | ulcération de la vulve au cours de infection due au virus de l'herpès [herpes simplex],"H, U",subordinate,,RF,21/05/2026,false
A60.0,infection des organes génitaux et de l'appareil génito-urinaire par le virus de l'herpès,N77.1,"vaginite, vulvite et vulvo-vaginite au cours de maladies infectieuses et parasitaires classées ailleurs","infection des organes génitaux par le virus de l'herpès femme | vaginite, vulvite et vulvo-vaginite au cours de infection due au virus de l'herpès [herpes simplex]","H, U",subordinate,,RF,21/05/2026,false
A66,pian,H03.1,atteinte de la paupière au cours d'autres maladies infectieuses classées ailleurs,atteinte de la paupière au cours de pian,H,independent,,RF,21/05/2026,false
A67.2,lésions tardives de la pinta,I98.1,troubles cardio-vasculaires au cours d'autres maladies infectieuses et parasitaires classées ailleurs,lésions cardio-vasculaires de la pinta [caraté] | lésions de la pinta [caraté] avec atteinte cardio-vasculaire,"H, U",independent,,RF,21/05/2026,false
A69.2,maladie de Lyme,G01,méningite au cours d'affections bactériennes classées ailleurs,méningite (au cours de) maladie de Lyme,H,independent,,RF,21/05/2026,false
A69.2,maladie de Lyme,G63.0,polynévrite au cours de maladies infectieuses et parasitaires classées ailleurs,polynévrite (au cours de) maladie de Lyme,H,independent,,RF,21/05/2026,false
A69.2,maladie de Lyme,M01.2,arthrite au cours de la maladie de Lyme,arthrite au cours de la maladie de Lyme,G,independent,,RF,21/05/2026,false
A69.8,autres infections à spirochètes précisées,J17.8,pneumopathie au cours d'autres maladies classées ailleurs,pneumopathie au cours de infection à spirochètes NCA,H,independent,,RF,21/05/2026,false
A70,infection à Chlamydia psittaci,J17.8,pneumopathie au cours d'autres maladies classées ailleurs,pneumopathie au cours de ornithose,H,independent,,RF,21/05/2026,false
A74.0,conjonctivite à Chlamydia,H13.1,conjonctivite au cours de maladies infectieuses et parasitaires classées ailleurs,conjonctivite à Chlamydia | conjonctivite (à) (de) Chlamydia,"H, T",independent,,RF,21/05/2026,false
A74.8,autres infections à Chlamydia précisées,K67.0,péritonite à Chlamydia,péritonite à Chlamydia,"G, U",independent,,RF,21/05/2026,false
A78,fièvre Q,J17.8,pneumopathie au cours d'autres maladies classées ailleurs,pneumopathie au cours de fièvre Q,H,independent,,RF,21/05/2026,false
A81.0,maladie de Creutzfeldt-Jakob,F02.1,démence de la maladie de Creutzfeldt-Jakob,démence de la maladie de Creutzfeldt-Jakob,G,independent,,RF,21/05/2026,false
A85.0,encéphalite à entérovirus,G05.1,"encéphalite, myélite et encéphalomyélite au cours d'infections virales classées ailleurs","encéphalite à entérovirus | encéphalite, myélite ou encéphalomyélite (au cours de) (consécutive à) (due à) entérovirus","H, T",subordinate,,RF,21/05/2026,false
A85.1,encéphalite à adénovirus,G05.1,"encéphalite, myélite et encéphalomyélite au cours d'infections virales classées ailleurs","encéphalite à adénovirus | encéphalite, myélite ou encéphalomyélite (au cours de) (consécutive à) (due à) adénovirus","H, T",subordinate,,RF,21/05/2026,false
A87.0,méningite à entérovirus,G02.0,méningite au cours d'infections virales classées ailleurs,méningite à entérovirus | méningite (au cours de) (consécutive à) (due à) entérovirus,"H, T",subordinate,,RF,21/05/2026,false
A87.1,méningite à adénovirus,G02.0,méningite au cours d'infections virales classées ailleurs,méningite à adénovirus | méningite (au cours de) (consécutive à) (due à) adénovirus,"H, T",subordinate,,RF,21/05/2026,false
A92.1,fièvre due au virus Onyong-nyong,M01.5,arthrite au cours d'autres maladies virales classées ailleurs,arthrite au cours de fièvre de Onyong-nyong,H,independent,,RF,21/05/2026,false
B00.1,dermite vésiculaire due au virus de l'herpès,H62.1,otite externe au cours de maladies virales classées ailleurs,otite externe au cours de infection due au virus de l'herpès [herpes simplex],H,independent,,RF,21/05/2026,false
B00.3,méningite due au virus de l'herpès,G02.0,méningite au cours d'infections virales classées ailleurs,méningite due au virus de l'herpès | méningite (au cours de) (consécutive à) (due à) virus (de) herpès [herpes simplex],"H, T",subordinate,,RF,21/05/2026,false
B00.4,encéphalite due au virus de l'herpès,G05.1,"encéphalite, myélite et encéphalomyélite au cours d'infections virales classées ailleurs","encéphalite due au virus de l'herpès | encéphalite, myélite ou encéphalomyélite (au cours de) (consécutive à) (due à) virus de herpès [herpes simplex]","H, T",subordinate,,RF,21/05/2026,false
B00.5,affections oculaires dues au virus de l'herpès,H03.1,atteinte de la paupière au cours d'autres maladies infectieuses classées ailleurs,dermite de la paupière due au virus de l'herpès | atteinte de la paupière au cours de infection due au virus de l'herpès [herpes simplex],"H, U",subordinate,,RF,21/05/2026,false
B00.5,affections oculaires dues au virus de l'herpès,H13.1,conjonctivite au cours de maladies infectieuses et parasitaires classées ailleurs,conjonctivite due au virus de l'herpès | conjonctivite (à) (de) virale herpétique [herpes simplex],"H, U",subordinate,,RF,21/05/2026,false
B00.5,affections oculaires dues au virus de l'herpès,H19.1,kératite et kératoconjonctivite dues au virus de l'herpès,kératite et kératoconjonctivite dues au virus de l'herpès | kératite due au virus de l'herpès | kératoconjonctivite due au virus de l'herpès,"G, U",subordinate,,RF,21/05/2026,false
B00.5,affections oculaires dues au virus de l'herpès,H22.0,iridocyclite au cours de maladies infectieuses et parasitaires classées ailleurs,uvéite due au virus de l'herpès | iridocyclite due au virus de l'herpès | iritis due au virus de l'herpès | iridocyclite au cours de infection herpétique [herpes simplex],"H, U",subordinate,,RF,21/05/2026,false
B00.8,autres formes d'infection due au virus de l'herpès,K77.0,atteintes hépatiques au cours de maladies infectieuses et parasitaires classées ailleurs,hépatite herpétique | hépatite (à) herpétique [herpes simplex],"H, U",subordinate,,RF,21/05/2026,false
B01.0,méningite varicelleuse,G02.0,méningite au cours d'infections virales classées ailleurs,méningite varicelleuse | méningite (au cours de) (consécutive à) (due à) varicelle,"H, T",subordinate,,RF,21/05/2026,false
B01.1,encéphalite varicelleuse,G05.1,"encéphalite, myélite et encéphalomyélite au cours d'infections virales classées ailleurs","encéphalite varicelleuse | encéphalite, myélite ou encéphalomyélite (au cours de) (consécutive à) (due à) varicelle","H, T",subordinate,,RF,21/05/2026,false
B01.2,pneumopathie varicelleuse,J17.1,pneumopathie au cours de maladies virales classées ailleurs,pneumopathie varicelleuse | pneumopathie au cours de varicelle,"H, T",subordinate,,RF,21/05/2026,false
B02.0,encéphalite zostérienne,G05.1,"encéphalite, myélite et encéphalomyélite au cours d'infections virales classées ailleurs","encéphalite zostérienne | encéphalite, myélite ou encéphalomyélite (au cours de) (consécutive à) (due à) zona","H, T",subordinate,,RF,21/05/2026,false
B02.1,méningite zostérienne,G02.0,méningite au cours d'infections virales classées ailleurs,méningite zostérienne | méningite (au cours de) (consécutive à) (due à) zona,"H, T",subordinate,,RF,21/05/2026,false
B02.2,zona accompagné d'autres manifestations neurologiques,G53.0,névralgie post-zostérienne,névralgie post-zostérienne | atteinte post-herpétique du ganglion géniculé | névralgie trigéminée post-herpétique,"G, U",independent,,RF,21/05/2026,false
B02.2,zona accompagné d'autres manifestations neurologiques,G63.0,polynévrite au cours de maladies infectieuses et parasitaires classées ailleurs,polynévrite post-zostérienne | polynévrite (au cours de) post-herpétique,"H, U",independent,,RF,21/05/2026,false
B02.3,zona ophtalmique,H03.1,atteinte de la paupière au cours d'autres maladies infectieuses classées ailleurs,blépharite zostérienne | atteinte de la paupière au cours de zona,"H, U",independent,,RF,21/05/2026,false
B02.3,zona ophtalmique,H13.1,conjonctivite au cours de maladies infectieuses et parasitaires classées ailleurs,conjonctivite zostérienne | conjonctivite (à) (de) zostérienne,"H, U",independent,,RF,21/05/2026,false
B02.3,zona ophtalmique,H19.0,sclérite et épisclérite au cours de maladies classées ailleurs,sclérite zostérienne,"H, U",independent,,RF,21/05/2026,false
B02.3,zona ophtalmique,H19.2,kératite et kératoconjonctivite au cours d'autres maladies infectieuses et parasitaires classées ailleurs,kératite zostérienne | kératoconjonctivite zostérienne | kératite et kératoconjonctivite (insterstitielles) au cours de (dues à) zona,"H, U",independent,,RF,21/05/2026,false
B02.3,zona ophtalmique,H22.0,iridocyclite au cours de maladies infectieuses et parasitaires classées ailleurs,iridocyclite zostérienne | iritis zostérienne | iridocyclite au cours de infection zostérienne,"H, U",independent,,RF,21/05/2026,false
B02.8,zona avec autres complications,H62.1,otite externe au cours de maladies virales classées ailleurs,otite externe au cours de zona,H,independent,,RF,21/05/2026,false
B05.0,rougeole compliquée d'une encéphalite,G05.1,"encéphalite, myélite et encéphalomyélite au cours d'infections virales classées ailleurs","rougeole compliquée d'une encéphalite | encéphalite, myélite ou encéphalomyélite (au cours de) (consécutive à) (due à) rougeole","H, T",subordinate,,RF,21/05/2026,false
B05.1,rougeole compliquée d'une méningite,G02.0,méningite au cours d'infections virales classées ailleurs,rougeole compliquée d'une méningite | méningite (au cours de) (consécutive à) (due à) rougeole,"H, T",subordinate,,RF,21/05/2026,false
B05.2,rougeole compliquée d'une pneumopathie,J17.1,pneumopathie au cours de maladies virales classées ailleurs,rougeole compliquée d'une pneumopathie | pneumopathie au cours de rougeole,"H, T",subordinate,,RF,21/05/2026,false
B05.3,rougeole compliquée d'une otite moyenne,H67.1,otite moyenne au cours de maladies virales classées ailleurs,rougeole compliquée d'une otite moyenne | otite moyenne au cours de rougeole,"H, T",subordinate,,RF,21/05/2026,false
B05.8,rougeole avec autres complications,H19.2,kératite et kératoconjonctivite au cours d'autres maladies infectieuses et parasitaires classées ailleurs,rougeole compliquée de kératite et de kératoconjonctivite | kératite et kératoconjonctivite (insterstitielles) au cours de (dues à) rougeole,"H, U",independent,,RF,21/05/2026,false
B06.0,rubéole avec complications neurologiques,G02.0,méningite au cours d'infections virales classées ailleurs,méningite rubéoleuse | méningite (au cours de) (consécutive à) (due à) rubéole,"H, U",subordinate,,RF,21/05/2026,false
B06.0,rubéole avec complications neurologiques,G05.1,"encéphalite, myélite et encéphalomyélite au cours d'infections virales classées ailleurs","encéphalite rubéoleuse | méningo-encéphalite rubéoleuse | encéphalite, myélite ou encéphalomyélite (au cours de) (consécutive à) (due à) rubéole","H, U",subordinate,,RF,21/05/2026,false
B06.8,rubéole avec autres complications,J17.1,pneumopathie au cours de maladies virales classées ailleurs,pneumopathie rubéoleuse | pneumopathie au cours de rubéole,"H, U",independent,,RF,21/05/2026,false
B06.8,rubéole avec autres complications,M01.4,arthrite au cours de la rubéole,arthrite au cours de la rubéole | arthrite rubéoleuse,"G, U",independent,,RF,21/05/2026,false
B08.1,molluscum contagiosum,H03.1,atteinte de la paupière au cours d'autres maladies infectieuses classées ailleurs,atteinte de la paupière au cours de molluscum contagiosum,H,independent,,RF,21/05/2026,false
B22.0,maladie par VIH à l'origine d'une encéphalopathie,F02.4,démence de la maladie due au virus de l'immunodéficience humaine [VIH],démence de la maladie due au virus de l'immunodéficience humaine [VIH],G,independent,,RF,21/05/2026,false
B25.0,pneumopathie à cytomégalovirus,J17.1,pneumopathie au cours de maladies virales classées ailleurs,pneumopathie à cytomégalovirus | pneumopathie au cours de maladie à cytomégalovirus,"H, T",subordinate,,RF,21/05/2026,false
B25.1,hépatite à cytomégalovirus,K77.0,atteintes hépatiques au cours de maladies infectieuses et parasitaires classées ailleurs,hépatite à cytomégalovirus,"H, T",subordinate,,RF,21/05/2026,false
B25.2,pancréatite à cytomégalovirus,K87.1,atteinte du pancréas au cours de maladies classées ailleurs,pancréatite à cytomégalovirus,"H, T",subordinate,,RF,21/05/2026,false
B25.8,autres maladies à cytomégalovirus,G05.1,"encéphalite, myélite et encéphalomyélite au cours d'infections virales classées ailleurs","encéphalite, myélite ou encéphalomyélite (au cours de) (consécutive à) (due à) cytomégalovirus",H,independent,,RF,21/05/2026,false
B26.0,orchite ourlienne,N51.1,affections du testicule et de l'épididyme au cours de maladies classées ailleurs,orchite ourlienne,"H, T",subordinate,,RF,21/05/2026,false
B26.1,méningite ourlienne,G02.0,méningite au cours d'infections virales classées ailleurs,méningite ourlienne | méningite (au cours de) (consécutive à) (due à) virus (de) ourlien,"H, T",subordinate,,RF,21/05/2026,false
B26.2,encéphalite ourlienne,G05.1,"encéphalite, myélite et encéphalomyélite au cours d'infections virales classées ailleurs","encéphalite ourlienne | encéphalite, myélite ou encéphalomyélite (au cours de) (consécutive à) (due à) virus de ourlien","H, T",subordinate,,RF,21/05/2026,false
B26.3,pancréatite ourlienne,K87.1,atteinte du pancréas au cours de maladies classées ailleurs,pancréatite ourlienne | pancréatite (à) ourlienne,"H, T",subordinate,,RF,21/05/2026,false
B26.8,oreillons avec autres complications,G63.0,polynévrite au cours de maladies infectieuses et parasitaires classées ailleurs,polynévrite ourlienne | polynévrite (au cours de) oreillons,"H, U",subordinate,,RF,21/05/2026,false
B26.8,oreillons avec autres complications,I41.1,myocardite au cours de maladies virales classées ailleurs,myocardite ourlienne,"H, U",independent,,RF,21/05/2026,false
B26.8,oreillons avec autres complications,M01.5,arthrite au cours d'autres maladies virales classées ailleurs,arthrite ourlienne | arthrite au cours de oreillons,"H, U",independent,,RF,21/05/2026,false
B26.8,oreillons avec autres complications,N08.0,glomérulopathie au cours de maladies infectieuses et parasitaires classées ailleurs,néphrite ourlienne | glomérulopathie au cours de oreillons,"H, U",independent,,RF,21/05/2026,false
B27,mononucléose infectieuse,G02.0,méningite au cours d'infections virales classées ailleurs,méningite (au cours de) (consécutive à) (due à) mononucléose infectieuse,H,independent,,RF,21/05/2026,false
B27,mononucléose infectieuse,G63.0,polynévrite au cours de maladies infectieuses et parasitaires classées ailleurs,polynévrite (au cours de) mononucléose infectieuse,H,independent,,RF,21/05/2026,false
B30.0,kératoconjonctivite due à un adénovirus,H19.2,kératite et kératoconjonctivite au cours d'autres maladies infectieuses et parasitaires classées ailleurs,kératoconjonctivite due à un adénovirus | kératoconjonctivite épidémique,"H, T",subordinate,,RF,21/05/2026,false
B30.1,conjonctivite due à un adénovirus,H13.1,conjonctivite au cours de maladies infectieuses et parasitaires classées ailleurs,conjonctivite due à un adénovirus | conjonctivite (à) (de) folliculaire (aiguë) à adénovirus,"H, T",subordinate,,RF,21/05/2026,false
B30.3,conjonctivite hémorragique aiguë épidémique (entérovirale),H13.1,conjonctivite au cours de maladies infectieuses et parasitaires classées ailleurs,conjonctivite hémorragique aiguë épidémique (entérovirale) | conjonctivite (à) (de) hémorragique (aiguë) (épidémique),"H, T",independent,,RF,21/05/2026,false
B30.8,autres conjonctivites virales,H13.1,conjonctivite au cours de maladies infectieuses et parasitaires classées ailleurs,autres conjonctivites virales | conjonctivite (à) (de) Newcastle,"H, T",independent,,RF,21/05/2026,false
B36.9,"mycose superficielle, sans précision",H62.2,otite externe au cours de mycoses,otomycose SAI,H,independent,,RF,21/05/2026,false
B37.1,candidose pulmonaire,J17.2,pneumopathie au cours de mycoses,pneumopathie au cours de candidose,H,subordinate,,RF,21/05/2026,false
B37.2,candidose de la peau et des ongles,H62.2,otite externe au cours de mycoses,otite externe au cours de candidose,H,independent,,RF,21/05/2026,false
